A,C1,B,D,C2
-9.348954597494592,'L',2.0716021810830147,1.073960903446419,'W'
-8.07655827268258,'L',1.1349142545319189,0.8584080206066089,'V'
-0.36847229857293584,'L',-0.5072055527276238,1.2384655617931493,'V'
-7.384862926602763,'L',1.2961043773576228,0.870266418112883,'V'
4.03111817780818,'L',1.1782840156687904,1.13510448145955,'V'
-9.12374912581001,'L',-0.2140223269145778,1.3704599475045827,'V'
8.919915330102988,'M',1.1385283186971258,1.0369388821275352,'V'
0.14348941772862034,'L',1.6658240123046688,1.2347205011784266,'V'
-4.2534068064384245,'L',1.6346828101649034,0.9157454636138909,'V'
3.4338854163113908,'L',0.27530430529337835,0.86070411560422,'V'
-1.7226644509524398,'L',1.5608471499732444,0.8150010170011225,'V'
-9.268598496595462,'L',-0.010823072123807176,1.1521815286610804,'V'
8.28011796312241,'M',-0.6349605539276126,0.9039803174613565,'V'
-5.001216891604303,'L',-0.10586588013733134,0.9627839344600578,'V'
-2.520789208259706,'L',0.6236102696503392,1.0527675504866645,'V'
-1.660206103912783,'L',0.8950458950361184,1.009131199885085,'V'
3.87576353247335,'L',0.904008624787512,0.9632336062776097,'V'
-6.809851633272279,'L',0.8363352884182177,1.0999791671248684,'V'
-9.357224009614036,'L',2.7467341116833737,0.912072646107748,'W'
4.083873608670048,'L',1.1490859114184453,1.4139568743108941,'V'
7.2011010675705265,'M',2.824838035580849,1.1061023113108437,'W'
-9.594330927454642,'L',0.8782188142615872,1.2312860669982006,'V'
8.087509828466569,'M',0.4189546791192853,1.216228224766509,'V'
-8.09137292528397,'L',0.7309267972234854,1.268310698960904,'V'
-1.5921747201808873,'L',-0.25631388484620965,0.9591293336625508,'V'
8.253404554333088,'M',0.49118100997968095,1.0037544862023884,'V'
5.814142969203873,'M',1.5275762277676541,1.0417514915048465,'V'
7.123665669595024,'M',1.5480756302794765,1.3175568088470526,'V'
6.9715068447895625,'M',1.24781579692796,1.1655953596477187,'V'
-1.6673547906115527,'L',-0.06919128906422323,1.1097793580481563,'V'
9.19179233096893,'M',0.24030682726767927,1.1847290657500893,'V'
-2.9217866501648455,'L',-0.6658188815977086,1.0353605630175162,'V'
0.22990800321574412,'L',-0.224832710746808,1.0235968940224403,'V'
-5.855101988454883,'L',-1.4677648306263484,0.9643722645618615,'V'
-7.354180199750213,'L',1.5800572044575014,0.9364675955424362,'V'
0.6747583196896016,'L',-0.09248171682049189,0.9137405923418599,'V'
4.809673889772457,'L',1.2611824274736376,1.2453359812710176,'V'
-0.6691298512980719,'L',1.5167639974510905,1.2106421966843997,'V'
3.5987035415264383,'L',3.575453668770654,1.0664848705647434,'W'
-9.34398488637023,'L',0.5675892103472482,1.1358970321112989,'V'
6.143906317722433,'M',3.4799202549968244,0.9011247100118931,'W'
3.9327258983567184,'L',2.1208781924142803,1.0816560041964953,'W'
0.560478264979924,'L',1.079044368579331,0.9750645843019665,'V'
8.863289342278492,'M',3.6004375301670675,1.1089954360860217,'W'
0.4489561529800685,'L',0.6031211746777058,1.1022215500076422,'V'
5.964100298814055,'M',2.4134579935255496,1.137562231267082,'W'
-0.19008104915338997,'L',1.2353863770979483,1.0457669701324879,'V'
-5.616495940503916,'L',-0.07778646952141233,0.8894523359865909,'V'
1.9065681557686442,'L',0.81516600066258,1.3544113650917475,'V'
-6.872217507712461,'L',1.73221685309559,1.2315828425377273,'V'
-0.6082033582429265,'L',-0.4105294095213847,0.8887699323489021,'V'
3.825120767673372,'L',-0.21239831017967736,1.290435765721659,'V'
-3.95354500646254,'L',0.6999130539994584,1.474800089131623,'V'
-5.449725088427304,'L',-0.206389370167531,1.0620518428602552,'V'
7.329809435871539,'M',0.06972117104506759,0.9981309626106522,'V'
6.0445436353549304,'M',0.7679557531140921,1.389662044730215,'V'
4.445938332576189,'L',-0.7060347788593557,1.394479048214704,'V'
-2.6720611579785274,'L',2.0243828866320923,1.0281037231947738,'W'
2.6260141737161007,'L',-0.13130247979669307,0.9784467005426543,'V'
7.992982177165796,'M',2.792710092942586,0.88850374570464,'W'
-6.755376701605611,'L',1.132985496672141,0.8611090083145362,'V'
2.5351602874362626,'L',0.8250965986249866,1.02995900024962,'V'
-1.7010556006723299,'L',0.446289575056374,1.008119345307915,'V'
-6.906795961511958,'L',0.8062533243221843,1.0306964231161762,'V'
6.986930816642481,'M',1.611120827929558,0.9030148362642028,'V'
-8.098146758113852,'L',-0.7148589540439303,0.8178423270950892,'V'
-7.287178624489117,'L',0.5476602741000653,1.3222486361250685,'V'
-6.1930208138707314,'L',1.418459053874356,1.6243195293506694,'V'
-2.34427908963087,'L',2.2317597329062275,1.0325294949735198,'W'
3.4632612009123047,'L',1.7854392032408688,0.8673545339114854,'V'
-0.7309265748648581,'L',1.3603642181874926,1.1706492339862102,'V'
4.011885299627718,'L',1.9524571724550563,1.0730341943534536,'V'
1.2613977961537657,'L',2.4825808382222494,1.144367805756314,'W'
2.7968624233893014,'L',-1.0439299312813262,0.9323731262940564,'V'
5.8620708698351045,'M',1.155711395522714,1.1611688577137138,'V'
5.164138713478385,'M',1.8990550163846107,1.2444909206697146,'V'
3.236890036723617,'L',-1.0938683844687196,1.2798776203375373,'V'
0.5768628591689566,'L',1.1810016740840552,1.0785148450227873,'V'
-1.1626896014344332,'L',2.606503837104593,0.9533119741261491,'W'
-5.063034007350302,'L',0.8465833962666572,0.8731001341648565,'V'
-2.0082240982434563,'L',2.3936202051576227,1.2699945543911437,'W'
-8.634037197688247,'L',0.6146467963194566,1.1423606672455715,'V'
7.1889256611052375,'M',-0.11897109970170794,1.006221446704173,'V'
7.491820846253418,'M',1.5056341306883776,1.362151074358601,'V'
6.3925699588350255,'M',1.1018464332315319,1.410547931807193,'V'
-3.2825913422992903,'L',-0.7210952686908498,0.9225551085242776,'V'
4.287549305458061,'L',2.796086037006088,1.0098973965053286,'W'
-1.2891990677220395,'L',0.659874886626874,1.0404511636056066,'V'
9.789121968143736,'M',0.5091954488547898,0.8877283046114193,'V'
1.2651679567072094,'L',-0.6240590184856747,1.0944072708199897,'V'
-7.280006118836832,'L',2.6414762608956464,1.225967070986752,'W'
-9.036427995492996,'L',1.8077599673111395,1.1132460058078015,'V'
-2.6739830253699743,'L',1.8174119334106211,0.9764041510304186,'V'
3.474638545040227,'L',1.0411636762657772,1.0238308962271532,'V'
-6.494969789250884,'L',1.374226799582285,0.941851812099892,'V'
-1.6191890506900606,'L',0.8085931801874218,1.312407477039951,'V'
0.5553888216170382,'L',1.141893194195874,0.9124728961675506,'V'
2.0227261787360042,'L',2.6091407465968253,0.9021978085269118,'W'
8.996523390885113,'M',1.506484512565251,1.010525420863455,'V'
8.902647913737457,'M',0.9059066420555947,1.0049115935259252,'V'
6.094170230434582,'M',2.653490412125415,1.2312565897209602,'W'
-4.41960690158548,'L',0.5107666202694015,0.9192571266487529,'V'
1.2589147119228539,'L',2.50267578743044,1.0644460961237918,'W'
-9.824317333059408,'L',1.3343530365902347,1.02579798809845,'V'
3.3200187776602803,'L',-0.5960792357355871,1.0253355404572124,'V'
-4.660612922192171,'L',-0.8307714050033912,1.156777610377155,'V'
4.492503475899557,'L',0.2293198007501942,1.0443817273109512,'V'
1.9790313055299578,'L',0.13311094528977974,1.1435090031449482,'V'
8.894019115700932,'M',1.7031309369076784,0.8144833519328365,'V'
7.941656511100163,'M',0.39063536275185295,1.1699358005370755,'V'
1.2985337009275195,'L',1.1333420054633785,0.8646854803467185,'V'
3.832345741914356,'L',2.0130008112539297,0.9226259067755367,'W'
-2.5243898435862384,'L',1.767098045720828,1.3439042827093957,'V'
-5.635093022337408,'L',-0.8157517141696538,1.247747421570306,'V'
-6.63258427761642,'L',-0.84129783809971,1.1839851846236904,'V'
-2.717787071167388,'L',1.0626923038588743,1.046195979149884,'V'
-1.3994276137065,'L',2.6998609803879727,0.9646959043643332,'W'
-0.9272505882958697,'L',0.9149014732657419,1.1357265384942554,'V'
-6.546569850028854,'L',-0.5084300035147233,0.8875448959358686,'V'
1.6599102704467903,'L',0.42207199725054245,0.9866719231612656,'V'
1.1686273214961584,'L',-0.2115595750721606,1.0008348948944654,'V'
9.888962794527064,'M',1.5163386676390194,1.575057171071692,'V'
-6.96230145685081,'L',1.7883713385189792,0.9253609372075868,'V'
0.37487061546387324,'L',-0.4808622732624317,1.2105482068828657,'V'
7.078520384806168,'M',0.8247843567078017,1.2475215189301267,'V'
5.468390582394154,'M',1.4697775531802313,0.9184723335954832,'V'
-3.237843945556782,'L',1.0024067941212587,1.1459145389646281,'V'
-7.756480398781161,'L',1.3235586998349802,1.02517372771422,'V'
-6.699872436337406,'L',2.717521235410074,0.9912250405952916,'W'
-1.9678694603924658,'L',0.528006497984983,1.345560300372691,'V'
3.6095970820429795,'L',3.040372842354251,1.1494083171399552,'W'
-6.115855307404761,'L',-0.6904672297031786,0.9779382158073671,'V'
-4.035727893107046,'L',-1.0610987597337975,1.0474981486979134,'V'
7.538844597944102,'M',-0.19677596391507723,1.005767925697837,'V'
2.088952044394505,'L',0.135500745798539,1.049359382837075,'V'
-5.109916479700902,'L',0.5855420563673904,1.1257480690778594,'V'
-1.5934276912350036,'L',1.0535739790907723,1.0448821671305433,'V'
7.738757021816344,'M',1.2602346516228393,1.1628322789407308,'V'
2.3276068532716128,'L',3.238933331195902,1.1079552144432498,'W'
-9.474782155308787,'L',1.631999339682955,1.1219686569280425,'V'
7.927131638596727,'M',2.272055459448607,0.9646791753584494,'W'
5.17045822330293,'M',0.13761739942066464,1.0779844082184904,'V'
-0.3092360836950281,'L',1.3088804985988511,0.9080571913673231,'V'
-4.588467690655451,'L',0.1472207857141783,1.4927122787452083,'V'
2.410522931268705,'L',1.3483966661042088,1.0305400443867623,'V'
1.9082242984435602,'L',-0.7280571616434586,0.9711124605313172,'V'
-7.322039224939645,'L',-0.39475006686751857,1.1295659659939163,'V'
-7.769305137016875,'L',1.364879671000771,0.9828168067033708,'V'
-2.533938080139353,'L',0.9664866862618056,0.852536993538113,'V'
-3.4528945819741397,'L',2.9694608583766686,1.379162603695924,'W'
0.4924609956795436,'L',3.472060382539681,1.3358287729079867,'W'
-9.583135775068827,'L',-0.4576432338836216,1.3768907798734427,'V'
-3.9103640048802912,'L',0.7715166709931046,0.9284477927171113,'V'
2.3516244543073928,'L',-0.3831973229190764,1.2278148589656774,'V'
2.3807350980512005,'L',0.315863528115776,1.298698457357367,'V'
-1.557467909392642,'L',1.6476337851105005,1.1404161040498462,'V'
2.5306684984697227,'L',0.5986458245615363,0.9267816521438456,'V'
0.2973067201000763,'L',2.438428041292009,1.1069162364130336,'W'
-6.028905255593213,'L',-0.3301170659449506,0.8520105168212257,'V'
-3.1611311582552437,'L',0.5534900966952538,0.9159183708191052,'V'
3.684291327785793,'L',0.4043620417040672,0.995558766964322,'V'
-4.767903211349507,'L',2.7132321587090558,1.2420179436644043,'W'
8.226425332243267,'M',1.6215052464821014,0.8493054779910789,'V'
0.18812629314996165,'L',0.731652171646547,1.1957393159097314,'V'
-9.52318884006084,'L',0.7833907099370527,1.3643393154516872,'V'
0.9911335306374554,'L',1.6343723997247168,1.0247633577664395,'V'
-5.030951751714092,'L',0.2965587889722501,0.9758740977451368,'V'
-4.169063410793172,'L',0.3926190973610365,0.8844329392453838,'V'
-1.3508667608933411,'L',3.147524145959396,0.9837316752071205,'W'
4.127769097014882,'L',1.2298233467561936,0.942395386930917,'V'
-8.455177131380227,'L',0.05587680366473935,1.276422254606654,'V'
-0.3411620265080799,'L',1.1819839043273979,0.8415138151346168,'V'
-5.436101843541086,'L',0.4610534969502639,1.0769276586093122,'V'
-3.8371734223530947,'L',0.9682497774337786,1.2225149944789757,'V'
4.924362190470713,'L',2.468790195177442,0.8120476862752849,'W'
9.454373225886417,'M',0.40819758687374663,1.0420193868086325,'V'
-7.195967492191961,'L',0.654863817587606,1.2513044415382548,'V'
5.73823177354172,'M',2.694756659774729,0.8912180522212977,'W'
-9.520619692820544,'L',0.5418418000650735,1.0549408049418652,'V'
-2.5546818915021907,'L',-0.7704849548835224,1.0155652369492403,'V'
3.537750774612123,'L',1.7577819541730801,1.0968512761041855,'V'
-0.5001796095490629,'L',-0.3860229247787179,0.96367122065901,'V'
-7.945898901219406,'L',0.7678832734135419,1.0193024439940468,'V'
-2.7061424640430882,'L',1.1159684185106122,0.933569431606114,'V'
5.082071149791647,'M',2.5265385662588646,1.3830343674755956,'W'
