J,K,L
-0.5617877507015678,-0.3064314596792226,1.4111412919520254
2.835722294946618,3.5913887785932053,0.825542926940191
-0.597813676996608,2.2356303223582468,0.4522593128153606
0.19260475424138201,0.5295702261552442,0.6687894521048422
-1.0007327126025138,-1.2754019206803844,0.527148223211006
-2.5241579739467084,2.017660254205031,0.015106930177212948
1.8682557209682322,1.7794409120777843,1.7811976493041446
-1.0576139486950165,-0.12023963570654717,0.7093318779908174
2.7167016163850235,5.158991076896347,3.940126724020859
2.972362692808365,4.698392406054337,0.8872880531672568
1.2345387625831652,1.456505378199533,0.025898970631816138
-2.328156714313896,3.298768580217729,1.7521630118104212
1.9313726781010097,-0.21122734445008318,0.5359843689767698
-2.5351769951423964,5.185887687917141,1.8823258648916539
1.5367329992186392,1.2478236850243083,0.6191006193161243
-0.30686622499736815,-0.4497261196231376,0.9566662990279007
-0.6895636955885363,-0.5079042902089823,0.4516563742915287
1.607618544192217,1.384233601366812,1.0063838734855701
-2.396743413338519,1.763091171121715,0.6942553501563213
1.6031124225877251,1.512989930303458,0.5593028912708986
-0.6038808021162936,0.7722724628770986,0.8782187744216761
2.2280766300775916,2.174916503875975,0.6833325303202938
2.1367558574463263,1.3990223289440915,4.460889361491953
2.6956326144770983,5.258346541891672,0.3128948582510331
0.5702540760810755,0.38851593162515413,0.47314818121237484
1.594732885094663,2.71806081803473,0.6928003297698538
0.2257124057173323,1.733492656413524,1.2671084040867757
1.5709865081597147,-0.33382855967221814,0.15431541539009683
-1.2562904638833365,0.3592006293951703,0.3485377824339311
-1.720722814355356,1.2744773467476795,1.0040092406651628
0.24823054590293303,1.7632097347829478,0.5829994498353955
-1.5364030766031915,1.7834725517284573,0.8599141087010621
2.781969570397056,5.338106118099755,1.1149750582712026
-0.1790957778766451,-1.4589168041261766,2.4055366222363546
1.1043497606789474,0.12585162393078347,4.698879466152708
1.1871528188999285,0.5839296852058407,0.5127726661252316
-2.638728787542611,2.784926264110957,0.5260591852013611
-2.4754119805713852,2.971479614200731,3.1514531816522604
0.6544237514406461,1.1650652821484828,0.8882817009443097
2.3973786427482517,3.951869291159114,0.5589564610653333
-2.095529636674309,3.4494327123966984,0.9168855590750149
2.191497728817666,1.5984826429264802,0.3465986885388014
-1.2393123940131159,0.3042402931866829,0.8011830625314121
0.3971064044367272,1.12789650618083,0.0487737593883877
0.5573373688861922,0.1552588594589039,1.2191258086883112
1.1439411723885886,0.8122785196481693,2.4658729693728025
-2.708345434175653,3.4424752214291456,0.546137760327838
0.6160180778291053,-1.4840117048433876,0.9650147089631576
0.16209989697276583,-1.3358858513743892,0.30681653891464566
-1.4482426960425592,2.0371602523212324,0.33833639403161286
-1.5667671615056116,-0.38198312882150054,0.08896438518472076
1.3686360973415512,0.7464053262291745,2.1155701988708424
1.3137712387931773,2.4408875144755178,2.5972984229629756
-0.023298208446544955,1.9787404509131807,1.0021342348423186
-0.5054716882913808,2.2488644221135585,0.09657521640868029
-0.03703932633721063,-0.8693310707022163,0.7181551296778278
1.1889825270030592,0.27415198207919717,0.6416720806214397
-0.9796643272218377,0.4990989651627809,0.1807396436364595
1.9689813672325815,1.7662474240809567,0.4110066401875413
-1.7560754922613213,1.7749117680812265,1.4410185743791821
-0.9778562737006689,0.2622690298460535,0.5240645552486322
-1.7884361426891118,2.4212751772541323,0.42989813184582887
-2.9312227305287246,5.065496118899161,0.6359656817020641
-2.407068616218467,5.0962524340180755,0.5461795606048496
2.2258124435775315,2.297664362098123,0.39708089534790114
1.0953331098063437,1.1732651468069435,1.3316632867122022
0.3385167733140584,1.8968861698848969,0.4760012054400843
-0.1036616640023551,-0.5856019585616554,1.195591717691045
2.9558254642103936,3.269861525454875,0.29702644257928856
-0.8167417062885729,0.7584894895807439,0.35448316890117904
0.6776045780524598,0.3039157290450406,2.64411352796242
-2.084303868858396,1.1265350261768798,0.22493968277291165
1.715514259654543,1.5769887258500288,1.0421378920360556
1.9635894513845242,1.54320435529384,0.6842228481957208
0.016134995917414408,-0.09236119410632984,0.06260737911530603
-2.242999399746501,3.18565247349506,1.8660335931302001
0.5871046803749542,0.42162000553341394,1.0626231656726977
-0.881716788420742,0.9473789189233048,2.360273022624389
-2.5300250617255644,1.7834890010868925,0.007577139745009805
-1.638802177537074,2.4448978521671725,0.6103547923249307
-0.7252026658203459,0.9918017517921558,0.4031451412616108
-1.239233319365079,1.6791107351147998,0.20952727672531732
2.4764288633539024,2.937138013179638,0.09748432532361742
-0.4878731845918516,-0.3151475612065098,4.684655694584393
1.445810142690691,1.402184016613404,1.357198107534276
2.3194456921018194,4.084997536437136,0.24490955961627103
0.41286801142517815,1.368084988314818,1.2849070265472242
-2.7549468292003514,3.934649780283334,0.6612504149148275
-2.0151535608768842,2.5610548218398645,0.32297614867500435
-0.8678546373845717,0.019913221345959575,0.9103619370570029
-1.4146620344310548,0.21648310271285154,0.0047450411054051
0.0062143935915353055,-0.22169229477033778,0.053480987346975546
2.353690560092943,1.9731635433015353,1.2271216828545994
-0.24918809263129882,-0.21351678847202746,0.7488047042224298
1.4463608439317905,0.760054151856189,1.3432885965884167
-2.725116688307817,3.556020962452084,0.6492501686630764
0.558127600558386,-0.29902072690991255,0.04366606596040239
0.10458609079242409,1.342179604420532,0.7286243086603208
2.295473424811674,3.2039212993369333,0.8940077389355727
1.1780107289739137,-0.17422460892167058,1.4167327771983276
-0.2790161498402641,-0.5935415714514135,0.25252555207156396
1.0971215522366062,0.42361924489298874,0.6872732792130515
-1.9377273888038347,3.5597314257568797,0.19929956785091008
-2.6158295049131333,4.700000825119644,1.0133091319683194
1.2806449672650624,0.09068594030235211,0.29994761326240565
1.7646404509375193,0.3970099500315487,0.9017320789626131
0.9693736443707142,-1.6173139799821645,0.45900324185839997
2.3889760241585485,2.546471354096017,1.0314600336824467
-2.3797157278303933,1.5461505391732677,0.910171038958534
-0.8798518409746992,-0.27568120940274254,0.5521059095254311
-0.32243473399751377,0.11798911986028814,1.5522545107369226
1.6624128948076828,-0.17965479756353298,2.4723871233924983
-2.1896447469295377,1.410393548899916,0.2215171080683239
-0.32125861174938297,0.18875309350063119,0.2978811469673735
2.5245402983181737,4.272362881226025,0.4454976665009367
-1.7624314057314552,0.7307666495259498,0.18631710087148048
-2.210622897927324,1.3174499990559652,1.0769259336692143
1.1486012630608347,-0.3678336766920357,1.0008327520808862
1.3864034705255044,2.5396072442170796,0.38833313150989957
2.946859188098169,2.7141963594378162,6.152029270791654
