T,U,V
0.5836565069344383,0.9099629559731196,0.7796168938683548
5.592986587444638,-0.42322274821723116,-0.31111849365107397
4.82021667240416,-0.4803679291004093,-0.7141525874217778
1.4716193496756211,1.2093054848899498,0.8284171577160269
2.8244472085699717,-0.2642088658858161,-1.0289072869964841
1.639914630432026,0.9127913942106025,-0.8793772913403857
4.72910181325187,-1.2590341664355824,-0.08233371111440364
5.467355656460694,-0.6185616797387603,-0.8287386949688839
4.207409140745157,-1.277714332269534,0.4950326151240102
1.2656555616352299,1.1169621495689444,0.84916434796739
0.6210306811411359,0.3417209225815213,1.3942298305228125
0.2894855300778975,0.47673517931554116,0.5361464503248731
5.9596976183734025,-0.4545775477568792,-0.6297829503451696
4.468575488857419,-0.5171222951418204,-0.93900943241754
6.1133092123991455,0.29558923598447734,-0.04323928051911834
5.91657117786137,-0.11888709602305506,-0.13658548982282395
5.745279473458997,0.4759297933650098,-0.7585600852381527
3.8390473202470847,-1.1864471753019383,0.18500116378464665
1.2393596319507647,0.4899254751559968,0.3901078367295191
4.027838898669794,-1.0560587155622363,0.2980872862299505
0.7501535902693626,1.006815616784348,1.2072762374508608
2.7400776916063854,-0.2850736910036479,-0.2947878492801873
2.3984277727157317,0.6691812616427453,-0.5697479971517186
1.2276432786187668,1.4071647122890252,0.864398436844772
0.37081992584358336,0.7074364774934746,1.6253297534410938
2.214872577538926,0.3291994288467348,-0.004040773714005574
5.437438381776428,-0.23180979011980482,-0.6219444559543825
3.3071394450351033,-1.1131174007960216,-0.68210908065931
4.840918324879389,-1.0466441616871422,-0.07535917877310172
1.3656668327760202,0.7049151508119897,-0.20927818323078617
2.4426143895434156,0.06685763358618643,-0.1354888227629597
4.527258759625935,-0.567475241097948,0.16024458933537564
4.9602510989056645,-0.8702564844636118,-0.476644785893235
5.047988000652197,-0.762020598088054,-0.3632784277063985
6.274263077575984,0.17826209669961496,0.0015257033103656115
1.3016908614788676,1.4877911541378994,0.07662028340855337
0.8897300007753468,0.7682712425957319,1.0641832781100884
4.744891027069878,-0.7743616281367648,0.2650555683733476
2.771193382537123,-0.0376677457236574,-0.5935028272667294
0.7896499954078925,1.3015529949105575,1.7420210427874603
1.6108225208204705,0.6714205519133307,0.6466855613021751
4.4689388054858945,-0.8960237283775265,0.044640629997109854
3.3509171198012564,-1.1099910553296664,0.40904141112875403
6.027116958596242,0.286149308558027,0.2726210105842577
5.760102799057618,-0.33574413675997034,-0.9431295561615123
0.9124726082548364,1.2017044544402762,1.4569046546920117
2.255548058339076,0.19246999495715422,-0.8502033814669531
0.691215109793309,0.5928620380401755,0.7416678673590837
0.6071577314445901,0.7088196504215897,0.66251735241397
2.8394117556134253,-0.06376431478664808,-0.749319342036063
1.2317521374054918,1.3819591623364973,0.7737263528328759
4.899216009360149,-0.9805584928092205,-0.783242830638657
2.5023943692854487,0.05103677594183975,-0.6152661716763783
5.0554252268992315,-1.0561608874412547,-0.39046163565927194
6.155234946715731,0.20518111608759806,0.2846277642691424
4.95531361814881,-0.5201981383827274,-0.040525317399803085
6.031538745731311,-0.5522471447676833,0.9107673652261604
2.8283446956170324,-0.08494798251958874,1.0095445322734393
5.17143168890078,-0.6350841848525305,-1.4881814177626556
4.71431363351383,-0.957923874601874,-0.48194697866651415
2.95964225591324,-0.4686006849127976,-0.747811056483999
6.049965020406722,0.5463841342251043,-0.2838260430444913
0.8325822515110198,0.8604315782321962,1.7561588714958125
1.7356311980181633,1.1567388071226867,0.6529676129345623
2.727551934586592,-0.037285322464260175,-0.5555108470602961
0.9370476037629849,1.2477392500287694,2.2501138290232694
2.547542582677418,-0.2128469010444886,-0.5505212701524721
1.380377487450058,1.0473550871456532,-0.43461263029597663
1.5756054653924871,1.127457126953513,-1.0901252463788043
4.651245020745911,-1.0822997641954177,-0.23274675665347
3.762931718517402,-1.404492077843849,0.49354520118236783
5.659643096198431,-0.024406978413984898,-1.7043722373940033
1.6574662138026446,1.6324020024710806,0.8399269682895403
2.5313542270690017,0.28794069705836445,-1.2283645917337
