A,C1,B,D,E
92.90749562073368,'Z',1.9680969477326398,2.838672223521173,0.654095253259284
74.09268766197738,'Z',0.5880023629309088,1.250347820905911,0.6335091080013094
19.518672101498737,'Y',1.2571275481604618,1.102403510082894,0.7646841359172942
8.158570778941133,'Y',0.5797434986401406,1.670171816673229,0.49954885675444655
81.18196512432847,'Z',-0.14427383716393474,1.3716954115190123,0.8633920991474994
1.7816476798573788,'Y',0.30112103232814613,1.450307562618323,0.8424690699880197
67.3545300691877,'Y',0.2663633465273455,1.115821706071832,0.6038649426888071
29.81509185864968,'Y',-0.488930947332285,1.1600719386715759,0.47175767134700564
51.69103714891619,'Y',1.1593299675698914,1.2400477793112101,0.5142177365527467
57.72737999947894,'Y',-1.1360853055065232,1.6739769944881884,0.7227353012951723
7.124222073396725,'Y',0.989915587148366,1.8057646141663848,0.5136192992825824
43.87817866558352,'Y',-0.261513966543175,2.1470783733789247,0.6370230272462125
96.67824942346653,'Z',0.051365088788080264,2.409368527013588,0.510803661407533
93.01652648731229,'Z',0.12622372820552838,2.4719803589441547,0.6294747604694374
51.22386298283481,'Y',0.24268003376790595,1.1403467205177664,0.6111947150441596
55.66176007127189,'Y',-1.2920299499675765,1.2700585921073069,0.4534167570698979
53.4512337892427,'Y',-0.17040825745904606,1.248212844177734,0.6219794876391749
63.35707313525243,'Y',-0.4756327252731178,1.1435957373490255,0.9655212844173369
49.81428276782922,'Y',-1.037830669946134,1.0405215980429785,0.6377318715051637
71.88089150180336,'Z',0.20296492263268795,1.0856524364702,0.43324225765162083
84.94310726746394,'Z',0.5920505758102758,1.2629654395186807,0.9416949439573673
89.80194642260204,'Z',0.2685326978148255,1.2191414285856197,0.8205481099866452
82.93581798091584,'Z',-0.19268772090018627,1.1429267072276796,0.9637230706506672
74.87884678552145,'Z',1.4238793037570474,1.9873450268038828,0.5102834894886041
29.047078116299787,'Y',-1.5313912487183405,1.291460523246215,0.8813464867358158
55.04063174572844,'Y',0.5365751866080618,1.6645572549272105,0.6679405395213078
56.67669529660522,'Y',1.1834998339895881,1.1505381864664581,0.684237490525357
82.21823754902758,'Z',-0.1293146747465413,1.0345408132245448,0.644412009065184
32.34057466160818,'Y',0.426615817308715,1.3396349005913766,0.6670251887779521
63.75284091651972,'Y',1.1873455508582558,1.0111544234999175,0.5573504431509417
88.43568360938288,'Z',-0.7158157149866324,1.9389972394709867,0.6356210444457877
12.45983458696851,'Y',-0.8536565772724517,1.3022564078289822,0.44022955949556325
47.45766545234195,'Y',-0.13095738330472542,1.1114362888299352,0.5940567901070198
48.59834039310572,'Y',0.37307179829221804,1.5743440475957589,0.9069049650584194
28.636046625435785,'Y',-0.5585531739711743,1.7159961141927509,0.5881481004953528
18.28214221166614,'Y',0.004906770858346463,1.0824846878072474,0.8273209515629292
38.98000517302735,'Y',0.6633748028333453,1.0569517146219858,0.8146404366988538
89.43119243268211,'Z',0.816420989510489,1.5594629938124402,0.5971255753305984
27.434213820504894,'Y',0.060655253401671605,2.242078220749649,0.5399020123190716
29.852196411054067,'Y',-1.9062723920959892,1.8475973181540657,0.918595620302485
15.963322443879113,'Y',0.17044581062413067,1.9894195948180096,0.7503982816839957
54.47931197714235,'Y',-0.1954095287603463,1.389637459491888,0.6238918388737338
93.73520626045551,'Z',-1.9682621721635531,1.2033024070746932,0.5545696310881882
93.86694485666716,'Z',-0.06588612682164331,1.1639600266177461,0.6280928622778177
57.19951847142617,'Y',0.9031890025745202,1.462902963833013,1.0447512120987015
45.09806630820384,'Y',-0.7799937620809057,2.1805807764436693,0.5388041961688226
63.225740425397184,'Y',0.002554933116459263,1.190874824838797,0.5339260894730128
3.724279420292287,'Y',0.07692770176041627,1.3796950319325285,1.0335897130079341
23.564924084248695,'Y',-0.6595370316860351,1.130071143546572,0.5448943119355503
5.161530681044757,'Y',-0.027249804982324703,1.0334977297804393,0.8092725077258847
50.646585961284806,'Y',-0.2542796267623602,1.2274757664405618,0.6782888450456512
17.76895800446463,'Y',0.30843792521456587,1.9536293345653717,0.8763805500328651
79.28682028662129,'Z',0.4638509117425775,2.220831602103259,0.5531850249141885
16.94895380853767,'Y',0.6642040603330155,1.6156287841731438,0.5041655075037613
21.939990963156376,'Y',-0.018082587445036814,1.2479669187367395,0.47761814565546756
89.30031730930604,'Z',1.0579956846291045,1.81010041737433,0.6840992815481439
78.98778085316714,'Z',-0.4154965134824955,1.1742714422071978,0.6157420163162841
23.743364684017454,'Y',0.49029972165431224,1.472400666856277,0.5086904078359086
27.96900054548671,'Y',0.863225240048473,1.1934636871724504,0.6587256138796388
32.10390060069651,'Y',-0.8378730853266542,1.4448338504643345,0.6125749646996732
32.52140829522592,'Y',-0.2833023142003417,1.3316566744941878,0.7105505853823566
20.443929370119353,'Y',-0.6621481636553491,1.4192932345601739,0.6456498066790092
14.434227918941044,'Y',-1.6122874362923227,1.1591099963527218,0.572322207592961
52.71316489242389,'Y',-1.398108334638425,1.6179900258279065,0.6169054557059995
36.58367860936749,'Y',-0.2985403339627816,1.3570964014081428,0.4522103598911755
49.36913566889193,'Y',-0.8279506348551168,1.79762646878299,0.7502298469812809
76.98199004720307,'Z',-0.32280309879778246,1.675513398942633,0.8742721293901141
41.57247861678363,'Y',0.46502810573153847,1.225547329879531,0.7493814670378989
68.10101920462355,'Y',0.7552242210332072,1.766803404009432,0.6807645568905207
18.691867349930547,'Y',-1.0122272430295283,1.3834750410856322,0.9093333160339213
63.789539846837584,'Y',-0.8153789504404918,2.190662074328519,0.5819294074975798
83.60051817452918,'Z',-0.7271643815568368,1.9569081409411804,0.6143859052989238
12.281861083773759,'Y',0.27926099223507683,1.890201892321993,0.8336229159645072
71.62100833768783,'Z',-1.045620807229855,1.120900492051613,0.6613306582191997
10.424731755076277,'Y',-1.9745502520687395,1.8964105222441154,0.42779788715786304
38.096625807876535,'Y',-0.7632760862722773,1.2933500426353213,0.4934869943910532
25.93884253679697,'Y',0.37633962076833655,1.2597303284415222,0.8744232766840256
52.428283111181585,'Y',1.3360959736421214,1.0120540098352708,0.7093301050228598
18.74793633608486,'Y',0.8851906336714116,1.7589903989464775,0.7973224014644633
66.38809758735042,'Y',0.3373271139990076,2.1758761094616106,0.6725007441523209
38.13273629145244,'Y',0.3832560000777444,1.6061662706622521,0.84431845708229
24.791528119253247,'Y',0.6430404534566204,1.0836238987379754,0.5843302266230946
84.46661628001524,'Z',-0.4005802227273289,1.7812847242768075,0.5854096678571227
59.30544331759451,'Y',1.1469804203110714,1.4459106922547205,0.9497625779838728
69.41169682010465,'Y',1.397183166514903,1.0719067476253559,0.6016184796598227
37.62922055904884,'Y',-0.9235299737622733,2.889514447661395,0.7546146209257232
61.5132677594825,'Y',1.910607632861749,1.0469038131677688,0.8640377924007562
75.74346846349727,'Z',1.496091380680808,1.5643700523401742,0.9615183405967448
5.920352397914963,'Y',-1.0218303851490678,1.4028819220507815,0.9035569676288749
88.96278222472618,'Z',-1.0308908440185216,1.0050342706340867,0.5749275935096773
12.71148703507089,'Y',-0.39745396389906945,1.0960533283435157,0.6317672312449557
6.486736875451404,'Y',2.0225899795275137,3.2751115113679665,0.8686119362303193
26.171532203090653,'Y',-0.4504044379177411,2.969030623082789,0.9328221846099549
57.29786422627041,'Y',0.6069581578357621,1.3279612862227868,0.6219340103933371
9.642058206316474,'Y',-0.24491835500376866,1.1858079830315258,0.46916158816206455
25.08918226778225,'Y',2.289361702724804,2.034705692839507,0.45577135770323485
21.118007357550937,'Y',0.04336530614725481,2.253098356746551,0.5763118448349727
45.407158148465896,'Y',-0.13340978122486358,1.790468370280313,0.8689651468392723
31.714255187341156,'Y',-1.2688413585376728,1.2995291430242062,0.7500130318254573
8.42465485342414,'Y',1.4587706962871902,1.4044952447041184,0.8943363753093547
40.985801727652316,'Y',1.1383693227301923,1.2319218201268376,0.6045419539128039
43.31279126775359,'Y',0.9840689690396891,1.1471331518858414,0.9992974396517001
96.65479902573783,'Z',-1.1490884426704016,2.1630330679146845,0.6222922074358583
36.1603877251093,'Y',1.2170029095174508,1.2581857435622692,0.5667677276667972
38.16553935235775,'Y',0.39311551390818705,1.5810739083280443,0.44475584922020533
89.11274640489685,'Z',-1.3249657506786596,2.0465493473636474,0.45584650839965707
50.67611568664125,'Y',1.0074102452785472,1.93167858647965,0.536366235688189
88.22848500618632,'Z',-0.9301575066623823,1.1097672658379767,0.7921459287282717
92.73775822215411,'Z',0.7125010564591135,1.041189419620717,0.597649893761846
22.57679273263802,'Y',1.281988990656963,1.5458570308903652,0.44966175983891604
19.926387435096494,'Y',0.4618225077299199,1.2211128134028943,0.5251752419731441
21.78939442137414,'Y',-0.40067100638601116,1.422759799407092,0.6437349912860072
5.61918458715005,'Y',0.0006777040099189682,1.3699943377626207,0.9879209512864677
88.14545395318173,'Z',1.5343966957190989,1.5003351261291011,0.6825525530956618
69.21694684960578,'Y',0.32288079057202806,1.9418828832620054,0.7379608857127364
52.59523963471261,'Y',1.4447302113895337,1.2969532207863348,0.624379169080687
25.642360723358436,'Y',0.3717888079400979,1.0186374015691173,0.6089773392667227
41.843241263222964,'Y',-1.5635811166293283,1.1823346657894656,0.5450174195350467
50.38772891498685,'Y',-0.46483917549755666,1.6521865816392078,0.6123010744162185
49.79847029014076,'Y',1.425842812249826,1.436374703325548,1.0443221078564562
21.73060025812692,'Y',-0.5415401068770337,1.343896164914993,0.44220761910044204
60.58664390751856,'Y',0.1396256702203866,3.272730155289106,0.5578169221264078
82.96762789654872,'Z',0.24858545364593823,1.070820397082981,0.42286705866699215
12.274913588746529,'Y',0.5694988778171373,1.3369550794187375,0.6646005561961471
