Y,W,Category
-0.7270680501541834,0.4190379661174601,High
1.2612239521833877,0.104818914432243,High
-0.2637500155034255,-0.768470153750106,High
0.1918461273090085,0.3203632693202947,Low
2.1364587022532566,-0.8199068698634129,High
-0.6143345003048858,0.6008603305649699,High
-1.2244957445928415,0.2257518817503495,High
1.2130674307771463,-0.9114525943512644,Low
0.0305906656160449,0.1364052792286137,Mid
0.8077211405642152,0.9617355503423743,Mid
0.6387742223212146,-1.345054498882433,Mid
-0.0692311253399111,-0.3360682031616142,Mid
0.367479052448001,-0.5102883909241768,Low
-0.3052237918935188,0.314705760611211,Mid
-1.3942322851708722,-0.1786075108786395,High
-0.946225975189172,-0.0270396150866511,Mid
-1.5132388524508888,0.3719246285670418,High
0.8368687068408397,-1.2153882336268949,Low
1.830694306351608,1.2026158529201023,High
-1.7382649607880332,-0.4455442093295579,Mid
-1.1860365652360862,-0.9860834270312726,Low
1.6538696395902237,1.828136064224235,High
-0.0009117355296064,0.0920464664362627,Low
3.0449399131720205,-0.4143763946943323,Mid
0.2524773247693941,2.3868121055881337,Mid
-0.4647235868537934,1.9048757769141669,High
-0.7379880141444924,0.838966494403832,High
-0.6035848453171992,-1.919796461630981,High
1.0994209198448075,-1.0206744753694987,High
-0.8087689973778411,0.6923747845656307,Low
-0.6997726286878972,-0.3313903900463702,High
-0.0448616551939443,-1.496445602862249,High
1.0958061800893268,0.3818707769817059,High
0.1607485387450303,0.380376105061277,Low
-2.013974534977037,-2.0091284408977854,High
1.9777626655830904,0.206214271483645,High
-1.1682613313208663,1.158103836505382,High
-1.080554179163097,-0.7302100795270109,Mid
-0.6928802188363954,-0.2414890672972952,High
1.1833752723918218,-1.0019464536285982,Mid
0.8748471640163175,-0.7386980811735416,High
-1.9288615275546936,-2.3255541405906333,Mid
-0.8609311412002258,-0.3472641995834907,High
1.4804323901128382,-1.5434716081974873,High
1.3804498063788728,-0.0053072482051371,Low
0.370544718293122,0.4974578051854093,High
2.206702577750393,-0.2491361976850617,Low
0.8400780535679664,-0.9938222809352912,High
-0.8670072909906318,0.1376052912034436,Low
0.608487051745058,0.9732756772555656,Mid
1.8741808479479507,-0.7033812293023372,Mid
-2.497945817933384,-0.7133731048869166,Low
0.0944874823561437,0.3927834202906051,Low
0.2190387083809357,-1.45249487867414,Low
1.520213411497383,0.3612742624306599,Low
0.2295044984941477,0.1505445134113773,High
0.8399317834814115,0.2713050260062471,Mid
1.9302297850822112,1.1994031466858168,High
1.424147366792633,-0.8054283573486993,Mid
-0.2535014969315464,0.0086316571747996,Low
1.4157116036853623,-0.68096929527559,Low
1.4343127382490453,0.4443913743677685,Mid
-1.2518871142382582,-0.22390799796008,Mid
-0.8296625235983661,-0.1425469476827097,High
1.636393986153795,-0.1705299487076119,Mid
0.7094550109088331,0.0769063071255796,Low
2.253247123817106,0.9626267276494642,High
-0.3198284691665966,0.3472013898534346,Low
0.494667846594236,-0.1538307338907202,High
-0.8883229090944171,-0.4996800149343728,High
-0.9715567145152284,2.613912352180212,Mid
-1.2603471970929825,-0.2631285185354064,High
0.0342887738821814,0.3224278131775026,High
-0.3256326258275431,-1.0187643093759926,Mid
-0.7357700574081267,0.0389269404844501,Mid
-0.6124749631332056,0.7067382275542391,High
-1.0334170245392489,1.3048524014010652,Low
0.4071896716306474,-0.6275833657532627,Mid
0.2372407340178141,1.2873093958508843,Mid
2.2611244481341104,0.2258078054109006,Mid
0.5855843532736411,2.686905506388492,Low
