Y,X,C1
2.747509188461194,0.6695218267465242,B
2.7772785665770248,0.9940755158422956,B
1.3968164451904448,2.468713980606652,B
-0.5495225899380665,0.2246522609482792,A
0.1467033691047248,-1.2509195144365026,A
0.2908773986546983,-0.5205264711354445,A
2.259539725497138,1.7905031491129306,B
-0.0135812675425193,0.788771139413746,A
1.7280561876470697,1.0746169336631262,B
2.199259075867651,-1.101580011901111,B
-0.2045698318294679,-2.6797493997336543,A
2.843520624604523,0.6039555137848684,B
1.605027304863698,0.5503980581930343,B
2.1772154203894134,-0.457149032182983,B
0.0851183683684455,-0.6849358224907842,A
0.4063323097791366,-1.1570986821956737,A
2.67383526000088,0.0898773539858586,B
1.916816998126034,2.6655063739810902,B
1.4806025144581114,1.187398505261895,B
1.7453405256736665,1.3595482801550518,B
2.1472268672296813,0.5882826417081561,B
0.425928135012583,-2.4473119810747868,A
1.800827044806756,2.196331034172043,B
1.3019743495134493,0.0030348228166471,B
1.6038744726253698,1.737397967860825,B
-0.6018061645164624,-1.3296809426610248,A
-0.3600689850542654,-3.1537902581944266,A
1.8246181286720904,-0.1243561656382692,B
2.636217598492126,0.6825968234447191,B
2.6401635012599485,-0.4075843913681229,B
0.0933799473198992,0.3741058933583352,A
2.784663667195523,1.907005021765157,B
2.3650106982875068,1.9711656190109423,B
2.583790306447151,2.22009970068743,B
2.166704413727392,2.759368902903938,B
1.310056699113226,-0.5786857438107671,A
1.7452558355625496,2.14012467410247,B
-0.4905679038776409,-0.8953411958071532,A
1.792886075272604,1.6823986315132773,B
-0.2798567280592719,-0.6472051617932069,A
1.7425299162543877,0.798716440435487,B
-0.6883301091065478,-1.544704134216357,A
2.2096325363156493,1.8633714856755776,B
1.333806265657964,1.6288421436840108,B
0.7587782015536333,-0.9683021336654172,A
0.9693355670181236,1.5774281780800352,B
2.564983289402556,1.47939008602714,B
1.624260480838824,0.3094527928142784,B
2.1303619619151952,0.926453544671432,B
1.8483110457504777,1.277189112042788,B
1.2311537227699645,0.2138493975880188,B
2.183638434603121,1.5903226524109622,B
2.475975183976754,1.2624813850911314,B
0.0530578833778947,1.2768728114092638,A
