G1,G2
3.514501460553027,-1.3977309634808046
-2.1884115422099235,3.408299075997391
-0.3110541660316944,-3.0778315714828497
-0.9881996767947572,1.1534631187604325
0.4615703269808929,-2.1953678185276573
-1.7274614838006888,-0.7516328291173004
0.7150176263681056,0.8174240657064661
-2.410138618262466,1.7478151818858894
1.4694031783551234,-1.061567104578
2.738267048806817,1.112256926386777
2.9387943583563594,0.1823486989269865
-1.0602913196753634,-2.061237842460108
4.762292616071005,3.3076245914545117
0.7541076878361487,-3.3523553075222563
0.1502420323217405,0.3035377200982336
-1.36587315946024,-2.857086026906991
-1.4033632368307556,1.524178682552245
-0.3664153328810128,0.8296004958875353
-0.4791713816015751,-0.9244072886957088
0.3073605222855587,0.239848813812099
0.6184129410490826,-2.2519412752738326
-0.8933378408377697,-0.9443818466229812
-1.2080388792480543,2.9535450001147794
1.0066837524217207,0.046176235519293
-3.398471842854052,1.6054476906351112
0.0782717014090688,-2.6987279639822344
0.6309267355356583,-1.9509097614494204
2.613347414077316,-0.5938187944155777
1.650047071362769,2.1604607107678278
-1.4968115317490418,1.388207420587651
0.7428173800270361,-0.7031567127555571
-0.616392237969946,-1.8591327480913864
-1.8600306183512507,3.2417978541539325
-1.4468844699866816,-2.150509760238921
-2.981289279359978,2.510807810869009
-0.1812667825760603,-1.05015315991742
-0.5079555663814975,-0.8591224398305921
0.3981606413171455,-2.2155374546951774
1.5075243399127447,-1.0739842044181538
0.631134981741097,-1.415302781141495
1.868819168797786,1.6781274148315757
-1.835967333529436,2.498478972807781
-0.4673927717105023,-0.2845707055520199
-3.67069876836436,2.243853420403055
4.103153004712958,2.5468353256693512
-3.0604291551521525,1.7745755175253064
-1.6267964446053735,1.128676502994899
0.9139784998006965,-2.277380366295795
0.1990563316528899,1.2915003298430991
1.3590675600862818,-0.890845701819985
-0.1304933105074332,0.4644288257434823
-0.1696443454204232,-0.8402021103674657
-2.13358505282506,1.3648628112886283
-0.5871248884267929,-3.5580955958274
-2.2900784480351217,1.0551748911445615
-2.197591700276784,-0.2025246817479831
2.49284535895734,0.6969130876517375
-1.0939002694859985,2.563249424880227
-2.8175120445391184,-1.9095134794618356
-0.6395243671471095,-0.1752734786891559
-0.3914948239734536,0.3580885527391599
1.6219743538519569,2.2525644168949066
1.2900223788981444,0.056475824343711
1.9070686128741428,-0.7932081536240402
1.8077510972592843,-0.646122230819949
1.342932351644668,0.0595585452082589
1.5309103160828288,2.4729796829831834
-0.7015176585544678,0.5583131146872111
-0.7880406636782653,-2.485837076708462
-1.513143224112249,1.1354553548523567
0.1574419143682082,-0.6331792769853636
-0.6951196166853968,-1.5176996517708168
3.2826543768124594,1.8240158272375533
0.582758190659727,0.9505122426012338
1.9642318246868435,-0.9062938071378888
-0.2018494857465891,-1.9895121001811145
2.336726614545763,-0.8838636434494633
-0.7074675946163084,1.7822730721527795
0.8037334827758094,1.8459513814807853
-2.4662988418532628,1.887262649331322
4.331801928194249,-0.6727247689797204
1.9195067131966672,-1.412390362181906
-2.477836321284456,-2.553206211277696
1.8488500982940967,1.1559313447864406
1.3927690893126463,-1.0234581880161189
-2.4212094261984465,1.9094275668880472
1.9247638649427243,0.8787025875313651
-0.3503050982161086,1.4746419098583354
1.585982453660698,-1.7258687272042423
-0.080465849335082,-0.6164385583983797
-0.5134648677013371,-1.2928499377798666
0.3630768079950783,1.908013126885694
-2.55211106012748,0.8814931538908646
1.8570979080472083,-0.6906812007526901
-0.2105489631721206,-0.3002634291164871
-0.2395104070690077,-0.1593294510193741
-2.17886990075954,2.0832308048252592
-1.0596576711447032,-0.9786601453924476
0.6012994436368102,1.2165752432497057
3.56456525925607,-0.1593015988380419
