X,Z,Y
1.3071701929895547,-1.5211061219063189,"(-0.774, 0.499]"
-0.8476460390154541,0.7926009957379268,"(0.499, 1.772]"
1.377647640612953,0.1713753154992091,"(-0.774, 0.499]"
-0.2917497714572135,0.7812933815346585,"(-0.774, 0.499]"
0.2942183337043311,4.203398747862375,"(1.772, 3.045]"
-0.2210545443126381,1.793557314321856,"(-0.774, 0.499]"
1.289603696923952,1.0380801970295974,"(-2.047, -0.774]"
1.839539188281437,1.6565175452413534,"(0.499, 1.772]"
0.8513449507374053,-1.7348132523687383,"(-0.774, 0.499]"
-0.0319350399450795,-0.1050967055550484,"(0.499, 1.772]"
1.562324621597523,0.5761653604011466,"(0.499, 1.772]"
0.4708626123601473,1.4873907616302071,"(-0.774, 0.499]"
-0.2811398634235194,0.4056347050127263,"(-0.774, 0.499]"
-0.4783874173886753,0.5960177004743249,"(-0.774, 0.499]"
1.4642525099817592,2.3593992928771588,"(-2.047, -0.774]"
0.1342296893873631,0.730153101302143,"(-2.047, -0.774]"
0.7745014142717466,3.1707296716838496,"(-2.047, -0.774]"
1.296635760966657,1.0375246290592164,"(0.499, 1.772]"
-0.7259984201555754,3.8838146249532,"(1.772, 3.045]"
0.429543135580265,4.068408704944611,"(-2.047, -0.774]"
0.084642869640735,0.7430992341820946,"(-2.047, -0.774]"
1.0723500365061898,2.453549580148476,"(0.499, 1.772]"
-0.9716231297865728,-0.0578686066281934,"(-0.774, 0.499]"
1.0163674584957891,5.158037894438839,"(1.772, 3.045]"
-1.7055998488434905,-0.3351558818249135,"(-0.774, 0.499]"
0.8832837273199328,0.3037496352204399,"(-0.774, 0.499]"
0.1641575164866355,0.9072997763160702,"(-0.774, 0.499]"
0.3360163559866462,-0.5088194208094882,"(-0.774, 0.499]"
1.6997709193097537,2.0777947424841954,"(0.499, 1.772]"
-1.4481556718114923,1.881007557752932,"(-2.047, -0.774]"
0.1973121490898446,0.0031344473992752,"(-0.774, 0.499]"
0.5389143786302837,-1.2848575945310972,"(-0.774, 0.499]"
0.19170472788432,1.1845623844270132,"(0.499, 1.772]"
0.941746953468769,0.5354431923304278,"(-0.774, 0.499]"
0.9398009071982748,4.013403491155473,"(-2.047, -0.774]"
-1.180672005551207,3.0911054363184083,"(1.772, 3.045]"
1.5408821512230335,2.3840683543964585,"(-2.047, -0.774]"
1.659163292015541,2.309476952489048,"(-2.047, -0.774]"
0.2490118481874326,0.2807161247253082,"(-0.774, 0.499]"
1.330141191449841,1.1300095682416984,"(0.499, 1.772]"
0.8723232819364424,1.162691913501852,"(0.499, 1.772]"
1.7886204095419842,5.884244056077575,"(-2.047, -0.774]"
-1.4704986224464718,-0.8591931100294184,"(-2.047, -0.774]"
1.6866624504419825,2.073102435697167,"(0.499, 1.772]"
-1.35955822664753,2.5861727039122653,"(0.499, 1.772]"
-0.81905599380821,0.329533237415368,"(-0.774, 0.499]"
-0.3199827175899861,3.788497873622982,"(1.772, 3.045]"
-1.1035019505206711,3.139405298572157,"(0.499, 1.772]"
1.2896063680187368,1.2924541366637678,"(-2.047, -0.774]"
-1.5373527479505815,-0.6667195169492199,"(0.499, 1.772]"
-0.806578082191939,4.184566889235745,"(1.772, 3.045]"
0.5531870722428232,7.630623824644165,"(-3.326, -2.047]"
0.709173056909477,0.669495281266552,"(-0.774, 0.499]"
0.1883359358355321,-1.5895758382945546,"(-0.774, 0.499]"
-1.9694348121877847,3.312810476709891,"(0.499, 1.772]"
-1.732986045504557,0.633849812627427,"(-0.774, 0.499]"
1.2136679336408438,1.6241370127364632,"(0.499, 1.772]"
0.7877940401592136,3.623784050528681,"(1.772, 3.045]"
-1.4283380093606777,1.4380529791052437,"(0.499, 1.772]"
-1.3153362543403673,2.0050236566597777,"(-0.774, 0.499]"
-1.380025328162422,2.830110213080258,"(0.499, 1.772]"
1.3130079927712963,2.357047055062564,"(0.499, 1.772]"
-1.259798198924916,1.5876547638669416,"(-2.047, -0.774]"
-0.1961144977923421,0.0843509244442598,"(-2.047, -0.774]"
-1.4469582601809727,4.077212309707992,"(0.499, 1.772]"
-1.86980523890162,-0.4883758580618953,"(0.499, 1.772]"
1.2260608274176996,2.3758092097698373,"(1.772, 3.045]"
-0.8489433326753302,1.177070117077008,"(-0.774, 0.499]"
-1.2733280911957952,1.050079918411423,"(-0.774, 0.499]"
0.8342935156937701,1.0049831490709882,"(-2.047, -0.774]"
1.1070088740327284,-0.54139005298083,"(-2.047, -0.774]"
0.0590517786591204,2.217851898851917,"(-2.047, -0.774]"
1.102577511694157,0.4650885549631727,"(-0.774, 0.499]"
-0.9692829353395584,0.3902859969232188,"(-0.774, 0.499]"
-1.769178959363499,0.0649823508894435,"(-0.774, 0.499]"
0.1508143795387577,0.5598405337619834,"(-0.774, 0.499]"
-1.031856724511658,1.9855525212776428,"(-2.047, -0.774]"
1.0434186036838415,-0.8187975190223178,"(-0.774, 0.499]"
1.287940131680139,-0.4517130743269475,"(-0.774, 0.499]"
-1.8454669290806571,2.415215155335161,"(1.772, 3.045]"
1.229430589996777,1.5273582253820868,"(0.499, 1.772]"
-1.1047392098887991,1.336536429436095,"(0.499, 1.772]"
0.5574940665113126,0.8372014181062304,"(-2.047, -0.774]"
0.3827283052906827,-0.7182098368564208,"(-0.774, 0.499]"
-0.6696304032054532,2.404716805617465,"(1.772, 3.045]"
0.3810352512874084,-0.8309713024657553,"(-0.774, 0.499]"
-1.7975596100845197,0.259344903627977,"(0.499, 1.772]"
0.4758144434944968,0.670070089444504,"(0.499, 1.772]"
1.1292591056041008,0.201260102807413,"(-0.774, 0.499]"
-0.6443944751671049,3.383982052708987,"(0.499, 1.772]"
-0.8710367920939959,0.0096121327014437,"(-0.774, 0.499]"
0.563645135338477,2.258178303945402,"(1.772, 3.045]"
0.2301035163207463,3.0395242756421643,"(0.499, 1.772]"
1.978940520436117,-1.142709449416575,"(-0.774, 0.499]"
-0.6417005384623917,-0.3780993555163041,"(-2.047, -0.774]"
-0.0113986794541189,0.2177578060813429,"(-0.774, 0.499]"
-0.9767127889997198,1.371051176865862,"(-2.047, -0.774]"
0.290283307669783,2.580707015214867,"(0.499, 1.772]"
0.6525149147718428,1.6310743452574226,"(-0.774, 0.499]"
-0.2866826905818236,-1.0876084408854017,"(0.499, 1.772]"
-1.9709020850810428,1.2309714109773668,"(-0.774, 0.499]"
0.7667597601669693,-0.3215788714260105,"(0.499, 1.772]"
-1.7650153622948372,0.6498901202597138,"(-2.047, -0.774]"
-0.4601560202180028,0.129518820029387,"(-0.774, 0.499]"
1.0868848339728192,0.994623436579574,"(-0.774, 0.499]"
-1.1817940981115131,-0.5573799814206603,"(-0.774, 0.499]"
0.1851643325349092,14.999543743100404,"(-3.326, -2.047]"
0.4025995520802463,3.267969933481945,"(1.772, 3.045]"
0.1070767064742734,1.848850888819001,"(0.499, 1.772]"
-1.7202793555248048,0.2406578321051296,"(0.499, 1.772]"
-1.3812618490840405,0.5028263588555547,"(-0.774, 0.499]"
-0.3667575791069719,0.3746724273958314,"(0.499, 1.772]"
-0.3794087653611733,0.958127532661751,"(-2.047, -0.774]"
-1.1965849924579812,1.4600928258246892,"(0.499, 1.772]"
0.8431620826849051,1.3733391897996226,"(0.499, 1.772]"
-0.6499007422997227,0.5827965728291519,"(0.499, 1.772]"
-0.4497623643166046,1.396270014952362,"(-0.774, 0.499]"
-1.5545461667045042,0.899223076763223,"(-0.774, 0.499]"
-0.1882020977876624,-0.0912144935641713,"(-0.774, 0.499]"
0.2834470038219425,-1.3555219025141323,"(-0.774, 0.499]"
-1.8312456269230744,-0.0654308817569413,"(0.499, 1.772]"
-0.7284038544034148,5.484579571837975,"(-3.326, -2.047]"
1.9855141036238284,1.902749130210941,"(-0.774, 0.499]"
-0.5496732758217129,2.7187278753913366,"(0.499, 1.772]"
0.8936580294061862,-0.5989643878864579,"(-0.774, 0.499]"
1.2329311936466127,0.3546305650249354,"(-0.774, 0.499]"
-0.9289979998246544,1.0360000180294349,"(0.499, 1.772]"
1.228752561890917,0.8198426448751208,"(-0.774, 0.499]"
0.7670108625750296,1.2790950292954375,"(-0.774, 0.499]"
0.9527246556792242,0.2991145399540669,"(-0.774, 0.499]"
-0.772799996236663,0.0699221834381069,"(-0.774, 0.499]"
-0.9249578098010612,1.0414183862126407,"(-0.774, 0.499]"
-1.759377559804057,-1.272699250454978,"(-0.774, 0.499]"
-0.3203058525956819,1.2685927226080789,"(0.499, 1.772]"
-0.8067876570110144,0.4914383178337123,"(-2.047, -0.774]"
-0.4927692452624788,0.2562383081731196,"(-2.047, -0.774]"
-1.7167304560209231,0.8742612219266943,"(-0.774, 0.499]"
0.2402926301045664,1.2830144883767354,"(-0.774, 0.499]"
-1.647283906936618,-0.4139155570278758,"(0.499, 1.772]"
-0.1660052207942453,0.5490174674444281,"(-0.774, 0.499]"
0.6727453284172915,0.3152455012330396,"(-0.774, 0.499]"
-0.736478776782227,0.3205722868226726,"(0.499, 1.772]"
0.1531901712365453,2.090773720114526,"(0.499, 1.772]"
-1.8148421269855053,2.5335884043544663,"(0.499, 1.772]"
-1.336937698462847,-0.2645360286128899,"(-0.774, 0.499]"
-0.1857750753822289,0.5408525557761032,"(0.499, 1.772]"
