B,A,Y,C
0.0203593766196119,2.3104526183238385,15.566994008956073,'L3'
0.2096289553394443,1.1374335984347352,11.374922931024711,'L2'
0.2032814082519488,-2.1788202193016453,7.151899205162891,'L2'
0.0174414531035153,2.026888122929285,12.867216205353651,'L2'
0.1870863162231354,2.5807208082453355,13.267777098848402,'L2'
0.0380210760892257,3.17369522624692,14.451797174356626,'L3'
0.1801662439811875,-0.2474104347432067,8.899665093165293,'L2'
0.1607022225787186,-1.7366408381305818,7.779699897384021,'L1'
0.2499356900901881,-1.710708586754169,8.008065587339878,'L2'
0.0836560735902395,3.695494253316762,16.425231989767916,'L2'
0.0594858934380129,1.385391303349857,10.669644044289004,'L3'
0.1295560900095383,-1.7062050177280366,7.864460772511596,'L2'
0.0071214118701137,0.5774071035056505,11.967778657494431,'L1'
0.0928262806808987,-1.4577074300755477,8.047069188298314,'L2'
0.1767150894948897,3.185489955678104,14.777191214099538,'L1'
0.1250518380305225,-1.920970798954327,5.394738414070433,'L1'
0.2154167183504851,2.694731524380351,15.225937730638236,'L3'
0.0378795796671341,0.5881652613785695,9.940320346782332,'L3'
0.1820994457646918,-0.9563489362335836,8.38019036504315,'L2'
0.1591068819551523,1.889235593605077,13.706109810154803,'L3'
0.0253945876485457,0.9126232776413364,10.922953246506252,'L2'
0.1537794894375101,-2.390365057016394,6.204085515736997,'L2'
0.1048306600326024,-2.749298208594216,4.522398571090762,'L1'
0.0923034731266393,-1.2461078849124925,8.779605829834146,'L2'
0.1608734400308301,2.798720292467543,14.78516523320642,'L2'
0.1468113767723461,-2.111020480919675,6.4426788155418055,'L1'
0.0765626049131002,3.10484716436378,14.639255040207846,'L1'
0.0517057624698847,-1.7846394330977895,8.573625939862016,'L1'
0.1180943513813341,-0.9301373693371022,9.588347038695222,'L2'
0.1527449513760664,-1.567146232716166,7.233596783656511,'L2'
0.0499540185143007,2.109814709226553,13.943940737142976,'L3'
0.245767874779685,-3.3859906166601696,5.443195353925407,'L2'
0.1151675541625498,3.531081584906433,14.378314218213657,'L2'
0.1218393073486343,-0.4232344151635219,9.584831129743575,'L2'
0.2207434662366234,0.3013705667144656,10.576235730000391,'L2'
0.050680459559173,1.7760308086079235,12.783140490472183,'L3'
0.2208259101513942,-1.959182525707,9.148743776376556,'L2'
0.0325594697025835,1.1777626297603685,12.60502118464266,'L2'
