A,Y,B,C
2.3104526183238385,15.566994008956073,0.0203593766196119,'L3'
1.1374335984347352,11.374922931024711,0.2096289553394443,'L2'
-2.1788202193016453,7.151899205162891,0.2032814082519488,'L2'
2.026888122929285,12.867216205353651,0.0174414531035153,'L2'
2.5807208082453355,13.267777098848402,0.1870863162231354,'L2'
3.17369522624692,14.451797174356626,0.0380210760892257,'L3'
-0.2474104347432067,8.899665093165293,0.1801662439811875,'L2'
-1.7366408381305818,7.779699897384021,0.1607022225787186,'L1'
-1.710708586754169,8.008065587339878,0.2499356900901881,'L2'
3.695494253316762,16.425231989767916,0.0836560735902395,'L2'
1.385391303349857,10.669644044289004,0.0594858934380129,'L3'
-1.7062050177280366,7.864460772511596,0.1295560900095383,'L2'
0.5774071035056505,11.967778657494431,0.0071214118701137,'L1'
-1.4577074300755477,8.047069188298314,0.0928262806808987,'L2'
3.185489955678104,14.777191214099538,0.1767150894948897,'L1'
-1.920970798954327,5.394738414070433,0.1250518380305225,'L1'
2.694731524380351,15.225937730638236,0.2154167183504851,'L3'
0.5881652613785695,9.940320346782332,0.0378795796671341,'L3'
-0.9563489362335836,8.38019036504315,0.1820994457646918,'L2'
1.889235593605077,13.706109810154803,0.1591068819551523,'L3'
0.9126232776413364,10.922953246506252,0.0253945876485457,'L2'
-2.390365057016394,6.204085515736997,0.1537794894375101,'L2'
-2.749298208594216,4.522398571090762,0.1048306600326024,'L1'
-1.2461078849124925,8.779605829834146,0.0923034731266393,'L2'
2.798720292467543,14.78516523320642,0.1608734400308301,'L2'
-2.111020480919675,6.4426788155418055,0.1468113767723461,'L1'
3.10484716436378,14.639255040207846,0.0765626049131002,'L1'
-1.7846394330977895,8.573625939862016,0.0517057624698847,'L1'
-0.9301373693371022,9.588347038695222,0.1180943513813341,'L2'
-1.567146232716166,7.233596783656511,0.1527449513760664,'L2'
2.109814709226553,13.943940737142976,0.0499540185143007,'L3'
-3.3859906166601696,5.443195353925407,0.245767874779685,'L2'
3.531081584906433,14.378314218213657,0.1151675541625498,'L2'
-0.4232344151635219,9.584831129743575,0.1218393073486343,'L2'
0.3013705667144656,10.576235730000391,0.2207434662366234,'L2'
1.7760308086079235,12.783140490472183,0.050680459559173,'L3'
-1.959182525707,9.148743776376556,0.2208259101513942,'L2'
1.1777626297603685,12.60502118464266,0.0325594697025835,'L2'
2.294484948937794,14.874288596688348,0.1263170599910319,'L3'
0.7132198664465546,11.244514049422971,0.008999018734096,'L2'
-0.5904617595852164,9.744885230943076,0.2481420911556957,'L2'
-0.7649201787664215,9.04838343402232,0.0586760708212365,'L2'
2.594891145472668,13.612984570413056,0.2038124520518456,'L2'
-0.8657700460822084,7.155638712652504,0.1829988715238147,'L2'
0.3736476512080201,8.182760328539702,0.0090002421014919,'L2'
1.2125474250961614,11.18134471157055,0.0076518625228029,'L2'
3.359055341073289,14.8467979697526,0.1467602588744934,'L3'
1.818982005949093,12.76310864110644,0.1433960181030761,'L3'
0.0451095727861523,9.72802558475694,0.0706296299013927,'L2'
0.8988863259610701,13.22071229132739,0.1525989484897957,'L3'
0.994444047066508,10.400568629637892,0.2185494621777628,'L3'
0.6561870518858467,10.602323542628795,0.1121280519255349,'L1'
-0.7473188892501502,10.104636119241842,0.2219110951694855,'L1'
-2.054796701213812,6.839285998713389,0.153324899028591,'L1'
2.345508863797772,13.466718453033184,0.0430547793183325,'L2'
-0.3151365836575435,9.746123692262609,0.0603147322848325,'L3'
2.375900226132128,13.149756891270478,0.1727543248085772,'L3'
-0.218384928595448,9.62218596728946,0.1986643595485068,'L3'
-2.7088533911591397,5.469005294481424,0.0575787380836957,'L1'
-1.7814182719764504,7.586869028648545,0.2419380388965924,'L2'
0.3821256015971604,11.40459131119248,0.0421962943076132,'L3'
-2.437943753639487,5.34481583632187,0.1349438574372756,'L1'
0.8270326504702086,11.791967916193904,0.0714330110450067,'L2'
2.5161846629806472,13.545574647157755,0.1511292934655524,'L2'
1.511939717947488,13.33849591920474,0.0125784723255768,'L3'
0.0829618988001912,10.618382120659586,0.2322724012106304,'L2'
0.5533882273660813,11.191748790483429,0.1503312648878953,'L3'
1.2834009862234024,11.335631721169804,0.1901907952223451,'L3'
0.3720179536380138,10.911570086921529,0.124726991227314,'L2'
3.1118641143437213,13.875593027762632,0.0619826112689498,'L2'
-2.768711489351161,8.441762142613042,0.0032492408912481,'L2'
-4.468698772984939,3.70193346273627,0.2367934050608338,'L1'
1.904584593771264,13.506644714421729,0.0701618595009655,'L3'
0.5354577908169065,11.65926418377076,0.2307679158386729,'L2'
-0.7325262963897803,9.215896340653794,0.0520364955713687,'L1'
-2.197410456894729,4.750276955095149,0.089488719995007,'L1'
-1.9706337839266364,7.961269414428865,0.0227421499563162,'L1'
-0.9373256897584112,8.553187014079601,0.1584935407896163,'L1'
2.0724600583248787,15.0406691299871,0.1523836801541435,'L3'
1.7652543396698976,12.645459982526448,0.0373467767599696,'L3'
-1.665247233309394,7.2271515074674255,0.1877909740608679,'L2'
1.093701357985378,10.365631404907344,0.0378087866160317,'L3'
0.9732697386592526,13.107505315259882,0.1804587156976484,'L2'
0.3901320755241479,12.83379502274532,0.2423939340670747,'L2'
2.777870485521014,14.159146327591904,0.1578001641712929,'L2'
-0.7213899367954271,8.109445629197934,0.149508317780187,'L2'
3.0924195111713795,14.406420318822564,0.237067046569279,'L3'
-2.189455445001116,7.379413127785583,0.1082007017526922,'L1'
2.3900194290514856,13.029844751274458,0.1108941012075956,'L3'
0.4670190929757639,9.362460561336428,0.2064931146912198,'L3'
2.652158944607793,14.583585590458416,0.0514845835919434,'L1'
0.7291757947008763,10.138989436568544,0.0519445496575427,'L2'
-1.1098842381355405,8.421692806275098,0.0048688209643389,'L1'
-0.0585553727162346,11.11270265775482,0.247623730166222,'L2'
