W,Z,X
0.4190379661174601,-1.5211061219063189,"(1.194, 1.986]"
0.104818914432243,0.7926009957379268,"(-1.18, -0.388]"
-0.768470153750106,0.1713753154992091,"(1.194, 1.986]"
0.3203632693202947,0.7812933815346585,"(-0.388, 0.403]"
-0.8199068698634129,4.203398747862375,"(-0.388, 0.403]"
0.6008603305649699,1.793557314321856,"(-0.388, 0.403]"
0.2257518817503495,1.0380801970295974,"(1.194, 1.986]"
-0.9114525943512644,1.6565175452413534,"(1.194, 1.986]"
0.1364052792286137,-1.7348132523687383,"(0.403, 1.194]"
0.9617355503423743,-0.1050967055550484,"(-0.388, 0.403]"
-1.345054498882433,0.5761653604011466,"(1.194, 1.986]"
-0.3360682031616142,1.4873907616302071,"(0.403, 1.194]"
-0.5102883909241768,0.4056347050127263,"(-0.388, 0.403]"
0.314705760611211,0.5960177004743249,"(-1.18, -0.388]"
-0.1786075108786395,2.3593992928771588,"(1.194, 1.986]"
-0.0270396150866511,0.730153101302143,"(-0.388, 0.403]"
0.3719246285670418,3.1707296716838496,"(0.403, 1.194]"
-1.2153882336268949,1.0375246290592164,"(1.194, 1.986]"
1.2026158529201023,3.8838146249532,"(-1.18, -0.388]"
-0.4455442093295579,4.068408704944611,"(0.403, 1.194]"
-0.9860834270312726,0.7430992341820946,"(-0.388, 0.403]"
1.828136064224235,2.453549580148476,"(0.403, 1.194]"
0.0920464664362627,-0.0578686066281934,"(-1.18, -0.388]"
-0.4143763946943323,5.158037894438839,"(0.403, 1.194]"
2.3868121055881337,-0.3351558818249135,"(-1.975, -1.18]"
1.9048757769141669,0.3037496352204399,"(0.403, 1.194]"
0.838966494403832,0.9072997763160702,"(-0.388, 0.403]"
-1.919796461630981,-0.5088194208094882,"(-0.388, 0.403]"
-1.0206744753694987,2.0777947424841954,"(1.194, 1.986]"
0.6923747845656307,1.881007557752932,"(-1.975, -1.18]"
-0.3313903900463702,0.0031344473992752,"(-0.388, 0.403]"
-1.496445602862249,-1.2848575945310972,"(0.403, 1.194]"
0.3818707769817059,1.1845623844270132,"(-0.388, 0.403]"
0.380376105061277,0.5354431923304278,"(0.403, 1.194]"
-2.0091284408977854,4.013403491155473,"(0.403, 1.194]"
0.206214271483645,3.0911054363184083,"(-1.975, -1.18]"
1.158103836505382,2.3840683543964585,"(1.194, 1.986]"
-0.7302100795270109,2.309476952489048,"(1.194, 1.986]"
-0.2414890672972952,0.2807161247253082,"(-0.388, 0.403]"
-1.0019464536285982,1.1300095682416984,"(1.194, 1.986]"
-0.7386980811735416,1.162691913501852,"(0.403, 1.194]"
-2.3255541405906333,5.884244056077575,"(1.194, 1.986]"
-0.3472641995834907,-0.8591931100294184,"(-1.975, -1.18]"
-1.5434716081974873,2.073102435697167,"(1.194, 1.986]"
-0.0053072482051371,2.5861727039122653,"(-1.975, -1.18]"
0.4974578051854093,0.329533237415368,"(-1.18, -0.388]"
-0.2491361976850617,3.788497873622982,"(-0.388, 0.403]"
-0.9938222809352912,3.139405298572157,"(-1.18, -0.388]"
0.1376052912034436,1.2924541366637678,"(1.194, 1.986]"
0.9732756772555656,-0.6667195169492199,"(-1.975, -1.18]"
-0.7033812293023372,4.184566889235745,"(-1.18, -0.388]"
-0.7133731048869166,7.630623824644165,"(0.403, 1.194]"
0.3927834202906051,0.669495281266552,"(0.403, 1.194]"
-1.45249487867414,-1.5895758382945546,"(-0.388, 0.403]"
0.3612742624306599,3.312810476709891,"(-1.975, -1.18]"
0.1505445134113773,0.633849812627427,"(-1.975, -1.18]"
0.2713050260062471,1.6241370127364632,"(1.194, 1.986]"
1.1994031466858168,3.623784050528681,"(0.403, 1.194]"
-0.8054283573486993,1.4380529791052437,"(-1.975, -1.18]"
0.0086316571747996,2.0050236566597777,"(-1.975, -1.18]"
-0.68096929527559,2.830110213080258,"(-1.975, -1.18]"
0.4443913743677685,2.357047055062564,"(1.194, 1.986]"
-0.22390799796008,1.5876547638669416,"(-1.975, -1.18]"
-0.1425469476827097,0.0843509244442598,"(-0.388, 0.403]"
-0.1705299487076119,4.077212309707992,"(-1.975, -1.18]"
0.0769063071255796,-0.4883758580618953,"(-1.975, -1.18]"
0.9626267276494642,2.3758092097698373,"(1.194, 1.986]"
0.3472013898534346,1.177070117077008,"(-1.18, -0.388]"
-0.1538307338907202,1.050079918411423,"(-1.975, -1.18]"
-0.4996800149343728,1.0049831490709882,"(0.403, 1.194]"
2.613912352180212,-0.54139005298083,"(0.403, 1.194]"
-0.2631285185354064,2.217851898851917,"(-0.388, 0.403]"
0.3224278131775026,0.4650885549631727,"(0.403, 1.194]"
-1.0187643093759926,0.3902859969232188,"(-1.18, -0.388]"
0.0389269404844501,0.0649823508894435,"(-1.975, -1.18]"
0.7067382275542391,0.5598405337619834,"(-0.388, 0.403]"
1.3048524014010652,1.9855525212776428,"(-1.18, -0.388]"
-0.6275833657532627,-0.8187975190223178,"(0.403, 1.194]"
1.2873093958508843,-0.4517130743269475,"(1.194, 1.986]"
0.2258078054109006,2.415215155335161,"(-1.975, -1.18]"
2.686905506388492,1.5273582253820868,"(1.194, 1.986]"
0.8313545866018346,1.336536429436095,"(-1.18, -0.388]"
-0.9740492037579132,0.8372014181062304,"(0.403, 1.194]"
1.4486264570923575,-0.7182098368564208,"(-0.388, 0.403]"
-0.5383850931688472,2.404716805617465,"(-1.18, -0.388]"
0.0138846082987848,-0.8309713024657553,"(-0.388, 0.403]"
-0.0417170638485225,0.259344903627977,"(-1.975, -1.18]"
-0.1894231166948022,0.670070089444504,"(0.403, 1.194]"
0.338787795585456,0.201260102807413,"(0.403, 1.194]"
0.3387614494610336,3.383982052708987,"(-1.18, -0.388]"
-0.1843140194914568,0.0096121327014437,"(-1.18, -0.388]"
-0.1110109429008401,2.258178303945402,"(0.403, 1.194]"
-1.102913876962934,3.0395242756421643,"(-0.388, 0.403]"
-0.8363732551355777,-1.142709449416575,"(1.194, 1.986]"
1.2129571118904154,-0.3780993555163041,"(-1.18, -0.388]"
1.1278221095392575,0.2177578060813429,"(-0.388, 0.403]"
0.2713434681631411,1.371051176865862,"(-1.18, -0.388]"
0.2203947362012547,2.580707015214867,"(-0.388, 0.403]"
0.5275176430277317,1.6310743452574226,"(0.403, 1.194]"
-0.7285534962902157,-1.0876084408854017,"(-0.388, 0.403]"
1.274404193490109,1.2309714109773668,"(-1.975, -1.18]"
-1.0987114559906526,-0.3215788714260105,"(0.403, 1.194]"
-1.7773575941715891,0.6498901202597138,"(-1.975, -1.18]"
-1.3749611602914955,0.129518820029387,"(-1.18, -0.388]"
0.3442860760347968,0.994623436579574,"(0.403, 1.194]"
0.4951567531519137,-0.5573799814206603,"(-1.975, -1.18]"
0.4819492696518795,14.999543743100404,"(-0.388, 0.403]"
-0.5690587135519508,3.267969933481945,"(-0.388, 0.403]"
1.0280905557083293,1.848850888819001,"(-0.388, 0.403]"
-0.102426322544795,0.2406578321051296,"(-1.975, -1.18]"
-0.3195609967017891,0.5028263588555547,"(-1.975, -1.18]"
1.104830734559365,0.3746724273958314,"(-0.388, 0.403]"
-1.5447931071560326,0.958127532661751,"(-0.388, 0.403]"
1.5790897202413576,1.4600928258246892,"(-1.975, -1.18]"
1.417912584999133,1.3733391897996226,"(0.403, 1.194]"
0.1010206588450783,0.5827965728291519,"(-1.18, -0.388]"
-0.4925719173036763,1.396270014952362,"(-1.18, -0.388]"
1.0882180243096458,0.899223076763223,"(-1.975, -1.18]"
-1.6799371738481923,-0.0912144935641713,"(-0.388, 0.403]"
-1.7225394440103114,-1.3555219025141323,"(-0.388, 0.403]"
-0.2515377578830712,-0.0654308817569413,"(-1.975, -1.18]"
1.0976621179061337,5.484579571837975,"(-1.18, -0.388]"
-0.3726889261472156,1.902749130210941,"(1.194, 1.986]"
-0.8465033616574015,2.7187278753913366,"(-1.18, -0.388]"
0.437342498271433,-0.5989643878864579,"(0.403, 1.194]"
-1.6972679822373573,0.3546305650249354,"(1.194, 1.986]"
0.5827636193972108,1.0360000180294349,"(-1.18, -0.388]"
-1.5913534871680697,0.8198426448751208,"(1.194, 1.986]"
0.1502897216269844,1.2790950292954375,"(0.403, 1.194]"
0.7184440271403925,0.2991145399540669,"(0.403, 1.194]"
-1.376050992731421,0.0699221834381069,"(-1.18, -0.388]"
0.6223651292851777,1.0414183862126407,"(-1.18, -0.388]"
-0.4335048037961795,-1.272699250454978,"(-1.975, -1.18]"
-0.1954604095600711,1.2685927226080789,"(-0.388, 0.403]"
0.3426127868928241,0.4914383178337123,"(-1.18, -0.388]"
-0.2726306917582348,0.2562383081731196,"(-1.18, -0.388]"
-0.8927675156659292,0.8742612219266943,"(-1.975, -1.18]"
0.8451200442061308,1.2830144883767354,"(-0.388, 0.403]"
0.633874246518826,-0.4139155570278758,"(-1.975, -1.18]"
0.805468097756794,0.5490174674444281,"(-0.388, 0.403]"
0.9444317118357096,0.3152455012330396,"(0.403, 1.194]"
0.5321372877884228,0.3205722868226726,"(-1.18, -0.388]"
0.0615480671408743,2.090773720114526,"(-0.388, 0.403]"
-0.7248050536361901,2.5335884043544663,"(-1.975, -1.18]"
1.110400853603881,-0.2645360286128899,"(-1.975, -1.18]"
0.5116768904221224,0.5408525557761032,"(-0.388, 0.403]"
