G1,G2,State,Period
3.514501460553027,-1.3977309634808046,S3,E3
-2.1884115422099235,3.408299075997391,S1,E1
-0.3110541660316944,-3.0778315714828497,S2,E2
-0.9881996767947572,1.1534631187604325,S2,E5
0.4615703269808929,-2.1953678185276573,S2,E3
-1.7274614838006888,-0.7516328291173004,S1,E2
0.7150176263681056,0.8174240657064661,S2,E4
-2.410138618262466,1.7478151818858894,S1,E1
1.4694031783551234,-1.061567104578,S3,E3
2.738267048806817,1.112256926386777,S3,E4
2.9387943583563594,0.1823486989269865,S3,E4
-1.0602913196753634,-2.061237842460108,S1,E2
4.762292616071005,3.3076245914545117,S3,E4
0.7541076878361487,-3.3523553075222563,S2,E3
0.1502420323217405,0.3035377200982336,S2,E5
-1.36587315946024,-2.857086026906991,S1,E2
-1.4033632368307556,1.524178682552245,S1,E1
-0.3664153328810128,0.8296004958875353,S2,E5
-0.4791713816015751,-0.9244072886957088,S2,E2
0.3073605222855587,0.239848813812099,S2,E5
0.6184129410490826,-2.2519412752738326,S2,E3
-0.8933378408377697,-0.9443818466229812,S2,E2
-1.2080388792480543,2.9535450001147794,S1,E1
1.0066837524217207,0.046176235519293,S3,E5
-3.398471842854052,1.6054476906351112,S1,E1
0.0782717014090688,-2.6987279639822344,S2,E2
0.6309267355356583,-1.9509097614494204,S2,E2
2.613347414077316,-0.5938187944155777,S3,E4
1.650047071362769,2.1604607107678278,S3,E4
-1.4968115317490418,1.388207420587651,S1,E1
0.7428173800270361,-0.7031567127555571,S2,E3
-0.616392237969946,-1.8591327480913864,S2,E3
-1.8600306183512507,3.2417978541539325,S1,E1
-1.4468844699866816,-2.150509760238921,S1,E2
-2.981289279359978,2.510807810869009,S1,E1
-0.1812667825760603,-1.05015315991742,S2,E2
-0.5079555663814975,-0.8591224398305921,S2,E2
0.3981606413171455,-2.2155374546951774,S2,E3
1.5075243399127447,-1.0739842044181538,S3,E3
0.631134981741097,-1.415302781141495,S2,E3
1.868819168797786,1.6781274148315757,S3,E4
-1.835967333529436,2.498478972807781,S1,E1
-0.4673927717105023,-0.2845707055520199,S2,E2
-3.67069876836436,2.243853420403055,S1,E1
4.103153004712958,2.5468353256693512,S3,E4
-3.0604291551521525,1.7745755175253064,S1,E1
-1.6267964446053735,1.128676502994899,S1,E1
0.9139784998006965,-2.277380366295795,S2,E3
0.1990563316528899,1.2915003298430991,S2,E5
1.3590675600862818,-0.890845701819985,S3,E3
-0.1304933105074332,0.4644288257434823,S2,E5
-0.1696443454204232,-0.8402021103674657,S2,E3
-2.13358505282506,1.3648628112886283,S1,E1
-0.5871248884267929,-3.5580955958274,S2,E2
-2.2900784480351217,1.0551748911445615,S1,E1
-2.197591700276784,-0.2025246817479831,S1,E2
2.49284535895734,0.6969130876517375,S3,E4
-1.0939002694859985,2.563249424880227,S1,E1
-2.8175120445391184,-1.9095134794618356,S1,E2
-0.6395243671471095,-0.1752734786891559,S2,E5
-0.3914948239734536,0.3580885527391599,S2,E5
1.6219743538519569,2.2525644168949066,S3,E4
1.2900223788981444,0.056475824343711,S3,E5
1.9070686128741428,-0.7932081536240402,S3,E3
1.8077510972592843,-0.646122230819949,S3,E3
1.342932351644668,0.0595585452082589,S3,E3
1.5309103160828288,2.4729796829831834,S3,E4
-0.7015176585544678,0.5583131146872111,S2,E1
-0.7880406636782653,-2.485837076708462,S2,E2
-1.513143224112249,1.1354553548523567,S1,E5
0.1574419143682082,-0.6331792769853636,S2,E5
-0.6951196166853968,-1.5176996517708168,S2,E2
3.2826543768124594,1.8240158272375533,S3,E4
0.582758190659727,0.9505122426012338,S2,E5
1.9642318246868435,-0.9062938071378888,S3,E3
-0.2018494857465891,-1.9895121001811145,S2,E2
2.336726614545763,-0.8838636434494633,S3,E3
-0.7074675946163084,1.7822730721527795,S2,E5
0.8037334827758094,1.8459513814807853,S2,E4
-2.4662988418532628,1.887262649331322,S1,E1
4.331801928194249,-0.6727247689797204,S3,E4
1.9195067131966672,-1.412390362181906,S3,E3
-2.477836321284456,-2.553206211277696,S1,E2
1.8488500982940967,1.1559313447864406,S3,E4
1.3927690893126463,-1.0234581880161189,S3,E3
-2.4212094261984465,1.9094275668880472,S1,E1
1.9247638649427243,0.8787025875313651,S3,E4
-0.3503050982161086,1.4746419098583354,S2,E1
1.585982453660698,-1.7258687272042423,S3,E4
-0.080465849335082,-0.6164385583983797,S2,E5
-0.5134648677013371,-1.2928499377798666,S2,E2
0.3630768079950783,1.908013126885694,S2,E1
-2.55211106012748,0.8814931538908646,S1,E1
1.8570979080472083,-0.6906812007526901,S3,E3
-0.2105489631721206,-0.3002634291164871,S2,E5
-0.2395104070690077,-0.1593294510193741,S2,E3
-2.17886990075954,2.0832308048252592,S1,E1
-1.0596576711447032,-0.9786601453924476,S1,E2
0.6012994436368102,1.2165752432497057,S2,E5
3.56456525925607,-0.1593015988380419,S3,E4
-1.7374015889479977,-2.711894795653113,S1,E2
1.805125375838048,-0.7504497045344412,S3,E3
1.0829551170694849,-1.048741264171554,S3,E4
-1.48302819481128,-1.1211143670139634,S1,E5
-0.7244484088056895,-2.3474788650869884,S2,E2
-1.3427501380851643,3.1942604280434006,S1,E1
-1.8107492139045325,4.583233491112736,S1,E1
2.9696358523857582,1.3793584403745391,S3,E4
-1.8205035568875727,-2.371896990287658,S1,E2
-1.2848248790045091,0.0921634269540127,S1,E5
0.0050452775940867,0.5815534177109649,S2,E4
-0.5444585261762704,3.863240968441812,S2,E1
0.2418633758249064,-1.9179042781925828,S2,E3
0.7415656095245795,1.3660796428701694,S2,E4
-0.8884524142621466,0.9505302470947564,S2,E1
-0.4762100814053374,2.2260457541474423,S2,E1
-0.4705981573335694,0.6863184617292253,S2,E5
-2.529738109412682,1.65507403253617,S1,E1
0.9236738992978156,-2.9125753158827963,S2,E3
-0.4455865662479221,-1.5679931057574763,S2,E2
-1.0607328321327012,-3.095727151852084,S1,E2
-0.3046589993468023,0.5102076095254651,S2,E2
-2.8433799113123377,2.1310406266073945,S1,E1
0.2517473498264271,1.2776600287764783,S2,E4
-1.0887593027303804,-2.2951464629332023,S1,E2
0.8863806488223404,-1.2033978974984485,S2,E5
1.5667609525604416,-1.883186874959739,S3,E2
-2.062542006369473,3.91647339462782,S1,E1
1.7693164325872486,-0.7652876068259427,S3,E3
0.2825364394182695,0.1216649681408594,S2,E5
2.3322153972501285,-0.2411802108893287,S3,E5
-4.722736961574737,2.026683801120878,S1,E1
-0.8829198288263311,-1.8001863553716453,S2,E3
3.0586282110836365,0.5422793804106494,S3,E4
3.230160609379392,-0.0921355186910724,S3,E4
0.7198525565668368,0.2056449777545267,S2,E4
2.866427981512482,1.0306263670284772,S3,E4
0.6569158930579516,-0.2782053216200597,S2,E3
-1.5577967304275844,1.5406520780202009,S1,E1
2.293570578512821,2.716026010432187,S3,E4
-1.306671065917373,3.5850615149672773,S1,E1
0.4024265094188313,2.082646411085753,S2,E5
2.1019822240549466,-1.4659843843998064,S3,E4
1.7748947628598049,-0.4883284968731611,S3,E3
0.1560097515003216,-1.1539442256619603,S2,E2
0.3989040084185757,-0.5359464577616135,S2,E3
-2.472944901752343,2.969067215159468,S1,E1
-1.4016553054052352,-0.8136456754400521,S1,E1
-2.904517200128278,0.6791209501962019,S1,E1
1.1103036073604269,0.6300185090751995,S3,E4
-0.3841567273602218,-0.2769302127961202,S2,E4
1.6153436874159988,1.40005800377922,S3,E5
-0.3360760339638149,0.4078137176135158,S2,E5
-1.556245769758125,-1.2327966447894831,S1,E2
-1.377888780435421,0.2415270089387442,S1,E1
-0.5626430980295702,-2.086250007157937,S2,E2
-0.2675665083538499,-1.6764170433997714,S2,E2
-1.273550468027547,-1.2679338159711524,S1,E2
-1.3542580101484678,-2.389661222254619,S1,E2
0.3104551658894903,0.3689932860570071,S2,E4
-1.4861828353519693,-0.9483410104587964,S1,E2
-1.883670977554592,3.3335914232953225,S1,E1
1.1658382618472718,1.8002227825056325,S3,E4
1.2743759046248484,-0.5158665628997124,S3,E3
