Z,Y,X
-1.5211061219063189,-0.7270680501541834,"(1.194, 1.986]"
0.7926009957379268,1.2612239521833877,"(-1.18, -0.388]"
0.1713753154992091,-0.2637500155034255,"(1.194, 1.986]"
0.7812933815346585,0.1918461273090085,"(-0.388, 0.403]"
4.203398747862375,2.1364587022532566,"(-0.388, 0.403]"
1.793557314321856,-0.6143345003048858,"(-0.388, 0.403]"
1.0380801970295974,-1.2244957445928415,"(1.194, 1.986]"
1.6565175452413534,1.2130674307771463,"(1.194, 1.986]"
-1.7348132523687383,0.0305906656160449,"(0.403, 1.194]"
-0.1050967055550484,0.8077211405642152,"(-0.388, 0.403]"
0.5761653604011466,0.6387742223212146,"(1.194, 1.986]"
1.4873907616302071,-0.0692311253399111,"(0.403, 1.194]"
0.4056347050127263,0.367479052448001,"(-0.388, 0.403]"
0.5960177004743249,-0.3052237918935188,"(-1.18, -0.388]"
2.3593992928771588,-1.3942322851708722,"(1.194, 1.986]"
0.730153101302143,-0.946225975189172,"(-0.388, 0.403]"
3.1707296716838496,-1.5132388524508888,"(0.403, 1.194]"
1.0375246290592164,0.8368687068408397,"(1.194, 1.986]"
3.8838146249532,1.830694306351608,"(-1.18, -0.388]"
4.068408704944611,-1.7382649607880332,"(0.403, 1.194]"
0.7430992341820946,-1.1860365652360862,"(-0.388, 0.403]"
2.453549580148476,1.6538696395902237,"(0.403, 1.194]"
-0.0578686066281934,-0.0009117355296064,"(-1.18, -0.388]"
5.158037894438839,3.0449399131720205,"(0.403, 1.194]"
-0.3351558818249135,0.2524773247693941,"(-1.975, -1.18]"
0.3037496352204399,-0.4647235868537934,"(0.403, 1.194]"
0.9072997763160702,-0.7379880141444924,"(-0.388, 0.403]"
-0.5088194208094882,-0.6035848453171992,"(-0.388, 0.403]"
2.0777947424841954,1.0994209198448075,"(1.194, 1.986]"
1.881007557752932,-0.8087689973778411,"(-1.975, -1.18]"
0.0031344473992752,-0.6997726286878972,"(-0.388, 0.403]"
-1.2848575945310972,-0.0448616551939443,"(0.403, 1.194]"
1.1845623844270132,1.0958061800893268,"(-0.388, 0.403]"
0.5354431923304278,0.1607485387450303,"(0.403, 1.194]"
4.013403491155473,-2.013974534977037,"(0.403, 1.194]"
3.0911054363184083,1.9777626655830904,"(-1.975, -1.18]"
2.3840683543964585,-1.1682613313208663,"(1.194, 1.986]"
2.309476952489048,-1.080554179163097,"(1.194, 1.986]"
