V2,V1,V3,T
-4.565409036715148,1.420221439115729,'L1',M4
-6.924586009047138,-0.0169947331835607,'L2',M5
0.7930696304162828,3.5437083953210937,'L1',M12
6.291284467284438,0.4973777199976282,'L2',M10
2.975562177551364,3.287208630497184,'L1',M1
2.3960562724570584,0.4041061891109248,'L2',M4
-7.390834813971099,-2.0843264080450163,'L3',M7
-2.478842142915472,-1.1332843391354244,'L3',M6
-2.5670972759894166,-1.942758749219567,'L3',M7
4.9536393924609605,0.9378673067750224,'L2',M1
1.018286010300168,1.8517014927113515,'L1',M2
2.160319716698058,0.8204248510408105,'L2',M2
3.5748390612966414,0.1457445793444822,'L2',M10
-1.3425834800478222,0.977596269206126,'L2',M10
2.4677050747597957,1.3966620664594251,'L1',M1
1.1028127399937988,-1.1008980877035144,'L3',M4
3.1777635865351144,3.646894568082972,'L1',M12
2.160542342752729,0.6758996867273085,'L2',M5
1.5060077697968612,-3.558606419318049,'L3',M7
-3.656665626126824,0.2357716721198286,'L2',M1
1.1534605588092468,1.8032587943613907,'L1',M11
2.0798172661497745,0.067212712288069,'L2',M8
-6.877957342864397,-1.4231714503258823,'L3',M6
-0.7646362499082286,0.4249596384319603,'L2',M5
2.948507680321287,1.5463345557365216,'L1',M2
-0.7984012793828094,0.4225416454334089,'L2',M4
0.1547284021596615,2.896137924599096,'L1',M10
-0.9859532608425264,-3.1293806744881225,'L3',M7
4.086291431748334,2.0380978543125816,'L1',M12
-3.3328708399952887,1.731001321944209,'L1',M5
5.634477604948079,0.3277955487396145,'L2',M12
0.2017983861195311,-1.719210307149058,'L3',M7
-1.4793097437416032,-2.257349235534493,'L3',M7
-4.180918797829295,0.024245004513367,'L2',M1
3.338707163534516,0.2950277255718313,'L2',M4
2.527878103258668,1.5105901775025194,'L1',M4
-3.5572530255362507,-0.9264165484371744,'L2',M9
3.954109804973732,-1.347163056475397,'L3',M4
-3.766330786548588,0.2772635734629358,'L2',M5
3.1663850117428347,0.6230732866271071,'L2',M2
1.3143197931213746,-1.740847036396941,'L3',M6
-2.603746950688284,0.6597732411135964,'L2',M9
-4.347046529520219,-1.5057783591089289,'L3',M7
4.826291672379136,0.789463570779878,'L2',M11
-2.448075394429912,-1.8291465483600724,'L3',M6
3.0246221899844903,1.1187306145913989,'L1',M9
0.2639507121553908,0.1335876855886904,'L2',M3
-3.873149256064431,-0.5053793220293621,'L2',M3
5.04525790604454,-1.0699336186038468,'L3',M3
-5.542629856521156,-1.5645757417630546,'L3',M6
4.439311997904528,1.5562331468559116,'L1',M11
4.139636875503534,0.0109358136897152,'L2',M3
-0.4160927407250041,1.1701420967926024,'L1',M3
7.608888228257594,2.8020066704291264,'L1',M12
0.3762342949092654,-2.55453820177272,'L3',M8
4.132467473365307,2.516817650436028,'L1',M12
-0.6727145144691303,-1.0884103146775783,'L3',M4
4.424060714613487,-0.2354379664569519,'L2',M1
0.3150646158874837,-0.4714970115840271,'L2',M5
2.0016349659570425,1.0788134772565037,'L1',M11
-0.6287225911383612,0.3052698461875267,'L2',M10
4.915557617361044,2.422868607632443,'L1',M1
6.022884409288483,1.5343428907157324,'L1',M11
-0.2178504983117473,1.244369547840778,'L1',M10
3.271819873466272,0.764736680608584,'L2',M3
2.08702120571414,3.922270776539236,'L1',M12
-2.286934175954551,-0.079379378637104,'L2',M5
4.8431910286883495,1.2911496824958295,'L1',M9
-4.518992640812967,-0.9141004626012976,'L2',M4
0.1055250340881227,1.5061698199027225,'L1',M4
6.079512549058648,2.5100875381645755,'L1',M11
-6.449619876619732,-1.3894452367236103,'L3',M6
-6.611470589040144,-0.8823021800484983,'L2',M6
5.490535612692327,0.0778911595497718,'L2',M10
-1.8349819109511671,0.0154795513369895,'L2',M3
0.8279295894546714,-3.21178275060327,'L3',M6
-5.145626910029743,0.1032111775714654,'L2',M5
0.4125654408834316,-1.1139420031128373,'L3',M3
-2.851910662166137,2.034766992513752,'L1',M3
-1.3262595877042,1.0074437053883871,'L1',M9
4.153517989207191,1.1851007094252497,'L1',M4
