B,Y,X
0.0203593766196119,15.566994008956073,P12
0.2096289553394443,11.374922931024711,P13
0.2032814082519488,7.151899205162891,P6
0.0174414531035153,12.867216205353651,P13
0.1870863162231354,13.267777098848402,P13
0.0380210760892257,14.451797174356626,P12
0.1801662439811875,8.899665093165293,P16
0.1607022225787186,7.779699897384021,P2
0.2499356900901881,8.008065587339878,P6
0.0836560735902395,16.425231989767916,P14
0.0594858934380129,10.669644044289004,P10
0.1295560900095383,7.864460772511596,P6
0.0071214118701137,11.967778657494431,P1
0.0928262806808987,8.047069188298314,P6
0.1767150894948897,14.777191214099538,P1
0.1250518380305225,5.394738414070433,P3
0.2154167183504851,15.225937730638236,P12
0.0378795796671341,9.940320346782332,P10
0.1820994457646918,8.38019036504315,P5
0.1591068819551523,13.706109810154803,P12
0.0253945876485457,10.922953246506252,P13
0.1537794894375101,6.204085515736997,P5
0.1048306600326024,4.522398571090762,P2
0.0923034731266393,8.779605829834146,P8
0.1608734400308301,14.78516523320642,P13
0.1468113767723461,6.4426788155418055,P3
0.0765626049131002,14.639255040207846,P1
0.0517057624698847,8.573625939862016,P3
0.1180943513813341,9.588347038695222,P7
0.1527449513760664,7.233596783656511,P8
0.0499540185143007,13.943940737142976,P11
0.245767874779685,5.443195353925407,P5
0.1151675541625498,14.378314218213657,P13
0.1218393073486343,9.584831129743575,P16
0.2207434662366234,10.576235730000391,P8
0.050680459559173,12.783140490472183,P11
0.2208259101513942,9.148743776376556,P5
0.0325594697025835,12.60502118464266,P16
0.1263170599910319,14.874288596688348,P10
0.008999018734096,11.244514049422971,P15
0.2481420911556957,9.744885230943076,P6
0.0586760708212365,9.04838343402232,P16
0.2038124520518456,13.612984570413056,P8
0.1829988715238147,7.155638712652504,P6
0.0090002421014919,8.182760328539702,P16
0.0076518625228029,11.18134471157055,P13
0.1467602588744934,14.8467979697526,P11
0.1433960181030761,12.76310864110644,P11
0.0706296299013927,9.72802558475694,P8
0.1525989484897957,13.22071229132739,P10
0.2185494621777628,10.400568629637892,P10
0.1121280519255349,10.602323542628795,P1
0.2219110951694855,10.104636119241842,P2
0.153324899028591,6.839285998713389,P4
0.0430547793183325,13.466718453033184,P13
0.0603147322848325,9.746123692262609,P11
0.1727543248085772,13.149756891270478,P12
0.1986643595485068,9.62218596728946,P11
0.0575787380836957,5.469005294481424,P4
0.2419380388965924,7.586869028648545,P6
0.0421962943076132,11.40459131119248,P9
0.1349438574372756,5.34481583632187,P4
0.0714330110450067,11.791967916193904,P13
0.1511292934655524,13.545574647157755,P13
0.0125784723255768,13.33849591920474,P10
0.2322724012106304,10.618382120659586,P16
0.1503312648878953,11.191748790483429,P9
0.1901907952223451,11.335631721169804,P9
0.124726991227314,10.911570086921529,P14
0.0619826112689498,13.875593027762632,P13
0.0032492408912481,8.441762142613042,P5
0.2367934050608338,3.70193346273627,P3
0.0701618595009655,13.506644714421729,P11
0.2307679158386729,11.65926418377076,P7
0.0520364955713687,9.215896340653794,P1
0.089488719995007,4.750276955095149,P3
0.0227421499563162,7.961269414428865,P2
0.1584935407896163,8.553187014079601,P3
0.1523836801541435,15.0406691299871,P10
0.0373467767599696,12.645459982526448,P11
0.1877909740608679,7.2271515074674255,P16
0.0378087866160317,10.365631404907344,P11
0.1804587156976484,13.107505315259882,P15
0.2423939340670747,12.83379502274532,P14
0.1578001641712929,14.159146327591904,P13
0.149508317780187,8.109445629197934,P7
0.237067046569279,14.406420318822564,P11
0.1082007017526922,7.379413127785583,P3
0.1108941012075956,13.029844751274458,P11
0.2064931146912198,9.362460561336428,P9
0.0514845835919434,14.583585590458416,P1
0.0519445496575427,10.138989436568544,P7
0.0048688209643389,8.421692806275098,P2
0.247623730166222,11.11270265775482,P8
