G2,G1,Period
-1.3977309634808046,3.514501460553027,E3
3.408299075997391,-2.1884115422099235,E1
-3.0778315714828497,-0.3110541660316944,E2
1.1534631187604325,-0.9881996767947572,E5
-2.1953678185276573,0.4615703269808929,E3
-0.7516328291173004,-1.7274614838006888,E2
0.8174240657064661,0.7150176263681056,E4
1.7478151818858894,-2.410138618262466,E1
-1.061567104578,1.4694031783551234,E3
1.112256926386777,2.738267048806817,E4
0.1823486989269865,2.9387943583563594,E4
-2.061237842460108,-1.0602913196753634,E2
3.3076245914545117,4.762292616071005,E4
-3.3523553075222563,0.7541076878361487,E3
0.3035377200982336,0.1502420323217405,E5
-2.857086026906991,-1.36587315946024,E2
1.524178682552245,-1.4033632368307556,E1
0.8296004958875353,-0.3664153328810128,E5
-0.9244072886957088,-0.4791713816015751,E2
0.239848813812099,0.3073605222855587,E5
-2.2519412752738326,0.6184129410490826,E3
-0.9443818466229812,-0.8933378408377697,E2
2.9535450001147794,-1.2080388792480543,E1
0.046176235519293,1.0066837524217207,E5
1.6054476906351112,-3.398471842854052,E1
-2.6987279639822344,0.0782717014090688,E2
-1.9509097614494204,0.6309267355356583,E2
-0.5938187944155777,2.613347414077316,E4
2.1604607107678278,1.650047071362769,E4
1.388207420587651,-1.4968115317490418,E1
-0.7031567127555571,0.7428173800270361,E3
-1.8591327480913864,-0.616392237969946,E3
3.2417978541539325,-1.8600306183512507,E1
-2.150509760238921,-1.4468844699866816,E2
2.510807810869009,-2.981289279359978,E1
-1.05015315991742,-0.1812667825760603,E2
-0.8591224398305921,-0.5079555663814975,E2
-2.2155374546951774,0.3981606413171455,E3
-1.0739842044181538,1.5075243399127447,E3
-1.415302781141495,0.631134981741097,E3
1.6781274148315757,1.868819168797786,E4
2.498478972807781,-1.835967333529436,E1
-0.2845707055520199,-0.4673927717105023,E2
2.243853420403055,-3.67069876836436,E1
2.5468353256693512,4.103153004712958,E4
1.7745755175253064,-3.0604291551521525,E1
1.128676502994899,-1.6267964446053735,E1
-2.277380366295795,0.9139784998006965,E3
1.2915003298430991,0.1990563316528899,E5
-0.890845701819985,1.3590675600862818,E3
0.4644288257434823,-0.1304933105074332,E5
-0.8402021103674657,-0.1696443454204232,E3
1.3648628112886283,-2.13358505282506,E1
-3.5580955958274,-0.5871248884267929,E2
1.0551748911445615,-2.2900784480351217,E1
-0.2025246817479831,-2.197591700276784,E2
0.6969130876517375,2.49284535895734,E4
2.563249424880227,-1.0939002694859985,E1
-1.9095134794618356,-2.8175120445391184,E2
-0.1752734786891559,-0.6395243671471095,E5
0.3580885527391599,-0.3914948239734536,E5
2.2525644168949066,1.6219743538519569,E4
0.056475824343711,1.2900223788981444,E5
-0.7932081536240402,1.9070686128741428,E3
-0.646122230819949,1.8077510972592843,E3
0.0595585452082589,1.342932351644668,E3
2.4729796829831834,1.5309103160828288,E4
0.5583131146872111,-0.7015176585544678,E1
-2.485837076708462,-0.7880406636782653,E2
1.1354553548523567,-1.513143224112249,E5
-0.6331792769853636,0.1574419143682082,E5
-1.5176996517708168,-0.6951196166853968,E2
1.8240158272375533,3.2826543768124594,E4
0.9505122426012338,0.582758190659727,E5
-0.9062938071378888,1.9642318246868435,E3
-1.9895121001811145,-0.2018494857465891,E2
-0.8838636434494633,2.336726614545763,E3
1.7822730721527795,-0.7074675946163084,E5
1.8459513814807853,0.8037334827758094,E4
1.887262649331322,-2.4662988418532628,E1
-0.6727247689797204,4.331801928194249,E4
-1.412390362181906,1.9195067131966672,E3
-2.553206211277696,-2.477836321284456,E2
1.1559313447864406,1.8488500982940967,E4
-1.0234581880161189,1.3927690893126463,E3
1.9094275668880472,-2.4212094261984465,E1
0.8787025875313651,1.9247638649427243,E4
1.4746419098583354,-0.3503050982161086,E1
-1.7258687272042423,1.585982453660698,E4
-0.6164385583983797,-0.080465849335082,E5
-1.2928499377798666,-0.5134648677013371,E2
1.908013126885694,0.3630768079950783,E1
0.8814931538908646,-2.55211106012748,E1
-0.6906812007526901,1.8570979080472083,E3
-0.3002634291164871,-0.2105489631721206,E5
-0.1593294510193741,-0.2395104070690077,E3
2.0832308048252592,-2.17886990075954,E1
-0.9786601453924476,-1.0596576711447032,E2
1.2165752432497057,0.6012994436368102,E5
-0.1593015988380419,3.56456525925607,E4
-2.711894795653113,-1.7374015889479977,E2
-0.7504497045344412,1.805125375838048,E3
-1.048741264171554,1.0829551170694849,E4
-1.1211143670139634,-1.48302819481128,E5
-2.3474788650869884,-0.7244484088056895,E2
3.1942604280434006,-1.3427501380851643,E1
4.583233491112736,-1.8107492139045325,E1
1.3793584403745391,2.9696358523857582,E4
-2.371896990287658,-1.8205035568875727,E2
0.0921634269540127,-1.2848248790045091,E5
0.5815534177109649,0.0050452775940867,E4
3.863240968441812,-0.5444585261762704,E1
-1.9179042781925828,0.2418633758249064,E3
1.3660796428701694,0.7415656095245795,E4
0.9505302470947564,-0.8884524142621466,E1
2.2260457541474423,-0.4762100814053374,E1
0.6863184617292253,-0.4705981573335694,E5
1.65507403253617,-2.529738109412682,E1
-2.9125753158827963,0.9236738992978156,E3
-1.5679931057574763,-0.4455865662479221,E2
-3.095727151852084,-1.0607328321327012,E2
0.5102076095254651,-0.3046589993468023,E2
2.1310406266073945,-2.8433799113123377,E1
1.2776600287764783,0.2517473498264271,E4
-2.2951464629332023,-1.0887593027303804,E2
-1.2033978974984485,0.8863806488223404,E5
-1.883186874959739,1.5667609525604416,E2
3.91647339462782,-2.062542006369473,E1
-0.7652876068259427,1.7693164325872486,E3
0.1216649681408594,0.2825364394182695,E5
-0.2411802108893287,2.3322153972501285,E5
2.026683801120878,-4.722736961574737,E1
-1.8001863553716453,-0.8829198288263311,E3
0.5422793804106494,3.0586282110836365,E4
-0.0921355186910724,3.230160609379392,E4
0.2056449777545267,0.7198525565668368,E4
1.0306263670284772,2.866427981512482,E4
-0.2782053216200597,0.6569158930579516,E3
1.5406520780202009,-1.5577967304275844,E1
2.716026010432187,2.293570578512821,E4
3.5850615149672773,-1.306671065917373,E1
2.082646411085753,0.4024265094188313,E5
-1.4659843843998064,2.1019822240549466,E4
-0.4883284968731611,1.7748947628598049,E3
-1.1539442256619603,0.1560097515003216,E2
-0.5359464577616135,0.3989040084185757,E3
2.969067215159468,-2.472944901752343,E1
-0.8136456754400521,-1.4016553054052352,E1
0.6791209501962019,-2.904517200128278,E1
0.6300185090751995,1.1103036073604269,E4
-0.2769302127961202,-0.3841567273602218,E4
1.40005800377922,1.6153436874159988,E5
0.4078137176135158,-0.3360760339638149,E5
-1.2327966447894831,-1.556245769758125,E2
0.2415270089387442,-1.377888780435421,E1
-2.086250007157937,-0.5626430980295702,E2
-1.6764170433997714,-0.2675665083538499,E2
-1.2679338159711524,-1.273550468027547,E2
-2.389661222254619,-1.3542580101484678,E2
0.3689932860570071,0.3104551658894903,E4
-0.9483410104587964,-1.4861828353519693,E2
3.3335914232953225,-1.883670977554592,E1
1.8002227825056325,1.1658382618472718,E4
-0.5158665628997124,1.2743759046248484,E3
0.8870206801646124,-1.4870410551060431,E5
0.0297708226165621,-0.0039494274077718,E5
1.6745921530054615,-1.2509069455363302,E1
1.667125115846457,-2.7866852473921524,E1
2.513037443173832,-3.8888644392460936,E1
0.8941828863102543,-2.0382768388479198,E1
1.4311499700597434,-2.518124413155741,E1
1.3947515928965286,2.066507367548358,E3
-0.8546780513333573,-0.0349072166833088,E5
-0.3168264287805065,-0.7801771809923563,E2
1.20666948777868,-3.772009346191736,E1
2.04787428713749,-0.3262448444815421,E5
-0.1276154281492294,2.095469429832438,E4
-0.731007037746211,-0.4806843331941409,E2
