Z,Y,Category
-1.5211061219063189,-0.7270680501541834,High
0.7926009957379268,1.2612239521833877,High
0.1713753154992091,-0.2637500155034255,High
0.7812933815346585,0.1918461273090085,Low
4.203398747862375,2.1364587022532566,High
1.793557314321856,-0.6143345003048858,High
1.0380801970295974,-1.2244957445928415,High
1.6565175452413534,1.2130674307771463,Low
-1.7348132523687383,0.0305906656160449,Mid
-0.1050967055550484,0.8077211405642152,Mid
0.5761653604011466,0.6387742223212146,Mid
1.4873907616302071,-0.0692311253399111,Mid
0.4056347050127263,0.367479052448001,Low
0.5960177004743249,-0.3052237918935188,Mid
2.3593992928771588,-1.3942322851708722,High
0.730153101302143,-0.946225975189172,Mid
3.1707296716838496,-1.5132388524508888,High
1.0375246290592164,0.8368687068408397,Low
3.8838146249532,1.830694306351608,High
4.068408704944611,-1.7382649607880332,Mid
0.7430992341820946,-1.1860365652360862,Low
2.453549580148476,1.6538696395902237,High
-0.0578686066281934,-0.0009117355296064,Low
5.158037894438839,3.0449399131720205,Mid
-0.3351558818249135,0.2524773247693941,Mid
0.3037496352204399,-0.4647235868537934,High
0.9072997763160702,-0.7379880141444924,High
-0.5088194208094882,-0.6035848453171992,High
2.0777947424841954,1.0994209198448075,High
1.881007557752932,-0.8087689973778411,Low
0.0031344473992752,-0.6997726286878972,High
-1.2848575945310972,-0.0448616551939443,High
1.1845623844270132,1.0958061800893268,High
0.5354431923304278,0.1607485387450303,Low
4.013403491155473,-2.013974534977037,High
3.0911054363184083,1.9777626655830904,High
2.3840683543964585,-1.1682613313208663,High
2.309476952489048,-1.080554179163097,Mid
0.2807161247253082,-0.6928802188363954,High
1.1300095682416984,1.1833752723918218,Mid
1.162691913501852,0.8748471640163175,High
5.884244056077575,-1.9288615275546936,Mid
-0.8591931100294184,-0.8609311412002258,High
2.073102435697167,1.4804323901128382,High
2.5861727039122653,1.3804498063788728,Low
0.329533237415368,0.370544718293122,High
3.788497873622982,2.206702577750393,Low
3.139405298572157,0.8400780535679664,High
1.2924541366637678,-0.8670072909906318,Low
-0.6667195169492199,0.608487051745058,Mid
4.184566889235745,1.8741808479479507,Mid
7.630623824644165,-2.497945817933384,Low
0.669495281266552,0.0944874823561437,Low
-1.5895758382945546,0.2190387083809357,Low
3.312810476709891,1.520213411497383,Low
0.633849812627427,0.2295044984941477,High
1.6241370127364632,0.8399317834814115,Mid
3.623784050528681,1.9302297850822112,High
1.4380529791052437,1.424147366792633,Mid
2.0050236566597777,-0.2535014969315464,Low
2.830110213080258,1.4157116036853623,Low
2.357047055062564,1.4343127382490453,Mid
1.5876547638669416,-1.2518871142382582,Mid
0.0843509244442598,-0.8296625235983661,High
4.077212309707992,1.636393986153795,Mid
-0.4883758580618953,0.7094550109088331,Low
2.3758092097698373,2.253247123817106,High
1.177070117077008,-0.3198284691665966,Low
1.050079918411423,0.494667846594236,High
1.0049831490709882,-0.8883229090944171,High
-0.54139005298083,-0.9715567145152284,Mid
2.217851898851917,-1.2603471970929825,High
0.4650885549631727,0.0342887738821814,High
0.3902859969232188,-0.3256326258275431,Mid
0.0649823508894435,-0.7357700574081267,Mid
0.5598405337619834,-0.6124749631332056,High
1.9855525212776428,-1.0334170245392489,Low
-0.8187975190223178,0.4071896716306474,Mid
-0.4517130743269475,0.2372407340178141,Mid
2.415215155335161,2.2611244481341104,Mid
1.5273582253820868,0.5855843532736411,Low
1.336536429436095,0.5166280101701926,High
0.8372014181062304,-0.823841011048087,High
-0.7182098368564208,0.1432637794499016,High
2.404716805617465,1.883165511346209,Low
-0.8309713024657553,-0.6008372494590662,Low
0.259344903627977,0.8740137181852454,High
0.670070089444504,1.055059457011061,High
0.201260102807413,0.3147606157959929,Mid
3.383982052708987,1.3986699144030617,Low
0.0096121327014437,-0.4537115629403015,Low
2.258178303945402,2.113924194000921,Low
3.0395242756421643,1.4770063306171115,Low
-1.142709449416575,-0.3787607915241682,Low
-0.3780993555163041,-0.7928577932125308,Mid
0.2177578060813429,-0.1849455882275387,High
1.371051176865862,-0.9154437545800936,High
2.580707015214867,1.1248203987104004,High
1.6310743452574226,0.2497215330989708,Low
-1.0876084408854017,0.7000478536271169,Low
