Y,X,Z
2.747509188461194,0.6695218267465242,"(2.816, 3.696]"
2.7772785665770248,0.9940755158422956,"(2.816, 3.696]"
1.3968164451904448,2.468713980606652,"(2.816, 3.696]"
-0.5495225899380665,0.2246522609482792,"(2.816, 3.696]"
0.1467033691047248,-1.2509195144365026,"(1.936, 2.816]"
0.2908773986546983,-0.5205264711354445,"(3.696, 4.576]"
2.259539725497138,1.7905031491129306,"(2.816, 3.696]"
-0.0135812675425193,0.788771139413746,"(1.051, 1.936]"
1.7280561876470697,1.0746169336631262,"(2.816, 3.696]"
2.199259075867651,-1.101580011901111,"(1.051, 1.936]"
-0.2045698318294679,-2.6797493997336543,"(2.816, 3.696]"
2.843520624604523,0.6039555137848684,"(2.816, 3.696]"
1.605027304863698,0.5503980581930343,"(3.696, 4.576]"
2.1772154203894134,-0.457149032182983,"(4.576, 5.456]"
0.0851183683684455,-0.6849358224907842,"(2.816, 3.696]"
0.4063323097791366,-1.1570986821956737,"(1.051, 1.936]"
2.67383526000088,0.0898773539858586,"(3.696, 4.576]"
1.916816998126034,2.6655063739810902,"(1.051, 1.936]"
1.4806025144581114,1.187398505261895,"(3.696, 4.576]"
1.7453405256736665,1.3595482801550518,"(1.051, 1.936]"
2.1472268672296813,0.5882826417081561,"(1.936, 2.816]"
0.425928135012583,-2.4473119810747868,"(4.576, 5.456]"
1.800827044806756,2.196331034172043,"(3.696, 4.576]"
1.3019743495134493,0.0030348228166471,"(3.696, 4.576]"
1.6038744726253698,1.737397967860825,"(1.051, 1.936]"
-0.6018061645164624,-1.3296809426610248,"(1.051, 1.936]"
-0.3600689850542654,-3.1537902581944266,"(2.816, 3.696]"
1.8246181286720904,-0.1243561656382692,"(3.696, 4.576]"
2.636217598492126,0.6825968234447191,"(1.051, 1.936]"
2.6401635012599485,-0.4075843913681229,"(1.051, 1.936]"
0.0933799473198992,0.3741058933583352,"(1.936, 2.816]"
2.784663667195523,1.907005021765157,"(2.816, 3.696]"
2.3650106982875068,1.9711656190109423,"(1.936, 2.816]"
2.583790306447151,2.22009970068743,"(2.816, 3.696]"
2.166704413727392,2.759368902903938,"(3.696, 4.576]"
1.310056699113226,-0.5786857438107671,"(3.696, 4.576]"
1.7452558355625496,2.14012467410247,"(2.816, 3.696]"
-0.4905679038776409,-0.8953411958071532,"(3.696, 4.576]"
1.792886075272604,1.6823986315132773,"(4.576, 5.456]"
-0.2798567280592719,-0.6472051617932069,"(1.051, 1.936]"
1.7425299162543877,0.798716440435487,"(3.696, 4.576]"
-0.6883301091065478,-1.544704134216357,"(1.051, 1.936]"
2.2096325363156493,1.8633714856755776,"(1.051, 1.936]"
1.333806265657964,1.6288421436840108,"(1.936, 2.816]"
0.7587782015536333,-0.9683021336654172,"(2.816, 3.696]"
0.9693355670181236,1.5774281780800352,"(1.051, 1.936]"
2.564983289402556,1.47939008602714,"(3.696, 4.576]"
1.624260480838824,0.3094527928142784,"(2.816, 3.696]"
2.1303619619151952,0.926453544671432,"(3.696, 4.576]"
1.8483110457504777,1.277189112042788,"(1.936, 2.816]"
1.2311537227699645,0.2138493975880188,"(1.936, 2.816]"
2.183638434603121,1.5903226524109622,"(1.936, 2.816]"
2.475975183976754,1.2624813850911314,"(2.816, 3.696]"
0.0530578833778947,1.2768728114092638,"(2.816, 3.696]"
