Y,X,Z
-0.7270680501541834,1.3071701929895547,"(-1.752, 1.612]"
1.2612239521833877,-0.8476460390154541,"(-1.752, 1.612]"
-0.2637500155034255,1.377647640612953,"(-1.752, 1.612]"
0.1918461273090085,-0.2917497714572135,"(-1.752, 1.612]"
2.1364587022532566,0.2942183337043311,"(1.612, 4.959]"
-0.6143345003048858,-0.2210545443126381,"(1.612, 4.959]"
-1.2244957445928415,1.289603696923952,"(-1.752, 1.612]"
1.2130674307771463,1.839539188281437,"(1.612, 4.959]"
0.0305906656160449,0.8513449507374053,"(-1.752, 1.612]"
0.8077211405642152,-0.0319350399450795,"(-1.752, 1.612]"
0.6387742223212146,1.562324621597523,"(-1.752, 1.612]"
-0.0692311253399111,0.4708626123601473,"(-1.752, 1.612]"
0.367479052448001,-0.2811398634235194,"(-1.752, 1.612]"
-0.3052237918935188,-0.4783874173886753,"(-1.752, 1.612]"
-1.3942322851708722,1.4642525099817592,"(1.612, 4.959]"
-0.946225975189172,0.1342296893873631,"(-1.752, 1.612]"
-1.5132388524508888,0.7745014142717466,"(1.612, 4.959]"
0.8368687068408397,1.296635760966657,"(-1.752, 1.612]"
1.830694306351608,-0.7259984201555754,"(1.612, 4.959]"
-1.7382649607880332,0.429543135580265,"(1.612, 4.959]"
-1.1860365652360862,0.084642869640735,"(-1.752, 1.612]"
1.6538696395902237,1.0723500365061898,"(1.612, 4.959]"
-0.0009117355296064,-0.9716231297865728,"(-1.752, 1.612]"
3.0449399131720205,1.0163674584957891,"(4.959, 8.306]"
0.2524773247693941,-1.7055998488434905,"(-1.752, 1.612]"
-0.4647235868537934,0.8832837273199328,"(-1.752, 1.612]"
-0.7379880141444924,0.1641575164866355,"(-1.752, 1.612]"
-0.6035848453171992,0.3360163559866462,"(-1.752, 1.612]"
1.0994209198448075,1.6997709193097537,"(1.612, 4.959]"
-0.8087689973778411,-1.4481556718114923,"(1.612, 4.959]"
-0.6997726286878972,0.1973121490898446,"(-1.752, 1.612]"
-0.0448616551939443,0.5389143786302837,"(-1.752, 1.612]"
1.0958061800893268,0.19170472788432,"(-1.752, 1.612]"
0.1607485387450303,0.941746953468769,"(-1.752, 1.612]"
-2.013974534977037,0.9398009071982748,"(1.612, 4.959]"
1.9777626655830904,-1.180672005551207,"(1.612, 4.959]"
-1.1682613313208663,1.5408821512230335,"(1.612, 4.959]"
-1.080554179163097,1.659163292015541,"(1.612, 4.959]"
-0.6928802188363954,0.2490118481874326,"(-1.752, 1.612]"
1.1833752723918218,1.330141191449841,"(-1.752, 1.612]"
0.8748471640163175,0.8723232819364424,"(-1.752, 1.612]"
-1.9288615275546936,1.7886204095419842,"(4.959, 8.306]"
-0.8609311412002258,-1.4704986224464718,"(-1.752, 1.612]"
1.4804323901128382,1.6866624504419825,"(1.612, 4.959]"
1.3804498063788728,-1.35955822664753,"(1.612, 4.959]"
0.370544718293122,-0.81905599380821,"(-1.752, 1.612]"
2.206702577750393,-0.3199827175899861,"(1.612, 4.959]"
0.8400780535679664,-1.1035019505206711,"(1.612, 4.959]"
-0.8670072909906318,1.2896063680187368,"(-1.752, 1.612]"
0.608487051745058,-1.5373527479505815,"(-1.752, 1.612]"
1.8741808479479507,-0.806578082191939,"(1.612, 4.959]"
-2.497945817933384,0.5531870722428232,"(4.959, 8.306]"
0.0944874823561437,0.709173056909477,"(-1.752, 1.612]"
0.2190387083809357,0.1883359358355321,"(-1.752, 1.612]"
1.520213411497383,-1.9694348121877847,"(1.612, 4.959]"
0.2295044984941477,-1.732986045504557,"(-1.752, 1.612]"
0.8399317834814115,1.2136679336408438,"(1.612, 4.959]"
1.9302297850822112,0.7877940401592136,"(1.612, 4.959]"
1.424147366792633,-1.4283380093606777,"(-1.752, 1.612]"
-0.2535014969315464,-1.3153362543403673,"(1.612, 4.959]"
1.4157116036853623,-1.380025328162422,"(1.612, 4.959]"
1.4343127382490453,1.3130079927712963,"(1.612, 4.959]"
-1.2518871142382582,-1.259798198924916,"(-1.752, 1.612]"
-0.8296625235983661,-0.1961144977923421,"(-1.752, 1.612]"
1.636393986153795,-1.4469582601809727,"(1.612, 4.959]"
0.7094550109088331,-1.86980523890162,"(-1.752, 1.612]"
2.253247123817106,1.2260608274176996,"(1.612, 4.959]"
-0.3198284691665966,-0.8489433326753302,"(-1.752, 1.612]"
0.494667846594236,-1.2733280911957952,"(-1.752, 1.612]"
-0.8883229090944171,0.8342935156937701,"(-1.752, 1.612]"
-0.9715567145152284,1.1070088740327284,"(-1.752, 1.612]"
-1.2603471970929825,0.0590517786591204,"(1.612, 4.959]"
0.0342887738821814,1.102577511694157,"(-1.752, 1.612]"
-0.3256326258275431,-0.9692829353395584,"(-1.752, 1.612]"
-0.7357700574081267,-1.769178959363499,"(-1.752, 1.612]"
-0.6124749631332056,0.1508143795387577,"(-1.752, 1.612]"
-1.0334170245392489,-1.031856724511658,"(1.612, 4.959]"
0.4071896716306474,1.0434186036838415,"(-1.752, 1.612]"
0.2372407340178141,1.287940131680139,"(-1.752, 1.612]"
2.2611244481341104,-1.8454669290806571,"(1.612, 4.959]"
0.5855843532736411,1.229430589996777,"(-1.752, 1.612]"
0.5166280101701926,-1.1047392098887991,"(-1.752, 1.612]"
-0.823841011048087,0.5574940665113126,"(-1.752, 1.612]"
0.1432637794499016,0.3827283052906827,"(-1.752, 1.612]"
1.883165511346209,-0.6696304032054532,"(1.612, 4.959]"
-0.6008372494590662,0.3810352512874084,"(-1.752, 1.612]"
0.8740137181852454,-1.7975596100845197,"(-1.752, 1.612]"
1.055059457011061,0.4758144434944968,"(-1.752, 1.612]"
0.3147606157959929,1.1292591056041008,"(-1.752, 1.612]"
1.3986699144030617,-0.6443944751671049,"(1.612, 4.959]"
-0.4537115629403015,-0.8710367920939959,"(-1.752, 1.612]"
2.113924194000921,0.563645135338477,"(1.612, 4.959]"
1.4770063306171115,0.2301035163207463,"(1.612, 4.959]"
-0.3787607915241682,1.978940520436117,"(-1.752, 1.612]"
-0.7928577932125308,-0.6417005384623917,"(-1.752, 1.612]"
-0.1849455882275387,-0.0113986794541189,"(-1.752, 1.612]"
-0.9154437545800936,-0.9767127889997198,"(-1.752, 1.612]"
1.1248203987104004,0.290283307669783,"(1.612, 4.959]"
0.2497215330989708,0.6525149147718428,"(1.612, 4.959]"
0.7000478536271169,-0.2866826905818236,"(-1.752, 1.612]"
-0.707042007999476,-1.9709020850810428,"(-1.752, 1.612]"
0.5625537139115387,0.7667597601669693,"(-1.752, 1.612]"
-1.533662407941809,-1.7650153622948372,"(-1.752, 1.612]"
-0.260379307432971,-0.4601560202180028,"(-1.752, 1.612]"
-0.5472812273981215,1.0868848339728192,"(-1.752, 1.612]"
-0.2558753564923378,-1.1817940981115131,"(-1.752, 1.612]"
-3.319928283786252,0.1851643325349092,"(11.653, 15.0]"
2.07318980222208,0.4025995520802463,"(1.612, 4.959]"
1.761303717733925,0.1070767064742734,"(1.612, 4.959]"
0.584957666721191,-1.7202793555248048,"(-1.752, 1.612]"
-0.2892573717686635,-1.3812618490840405,"(-1.752, 1.612]"
0.6736249124191546,-0.3667575791069719,"(-1.752, 1.612]"
-1.288593481670303,-0.3794087653611733,"(-1.752, 1.612]"
0.5955833739733423,-1.1965849924579812,"(-1.752, 1.612]"
0.9980912385072508,0.8431620826849051,"(-1.752, 1.612]"
0.5997002310391618,-0.6499007422997227,"(-1.752, 1.612]"
0.2459221007918268,-0.4497623643166046,"(-1.752, 1.612]"
-0.4595724620975476,-1.5545461667045042,"(-1.752, 1.612]"
-0.1829599505874286,-0.1882020977876624,"(-1.752, 1.612]"
-0.5022127432825051,0.2834470038219425,"(-1.752, 1.612]"
0.804783423238898,-1.8312456269230744,"(-1.752, 1.612]"
-2.081359827691495,-0.7284038544034148,"(4.959, 8.306]"
0.2691759817945165,1.9855141036238284,"(1.612, 4.959]"
1.6552562686765575,-0.5496732758217129,"(1.612, 4.959]"
0.0508663422582589,0.8936580294061862,"(-1.752, 1.612]"
-0.4352527875511347,1.2329311936466127,"(-1.752, 1.612]"
0.6911116946414749,-0.9289979998246544,"(-1.752, 1.612]"
0.4817189667101261,1.228752561890917,"(-1.752, 1.612]"
-0.5746439275957778,0.7670108625750296,"(-1.752, 1.612]"
-0.3479230050637634,0.9527246556792242,"(-1.752, 1.612]"
0.4598873673401127,-0.772799996236663,"(-1.752, 1.612]"
-0.5772318072844898,-0.9249578098010612,"(-1.752, 1.612]"
-0.1986889800984732,-1.759377559804057,"(-1.752, 1.612]"
0.9969763749497156,-0.3203058525956819,"(-1.752, 1.612]"
-0.8217291834517171,-0.8067876570110144,"(-1.752, 1.612]"
-1.3428610693629537,-0.4927692452624788,"(-1.752, 1.612]"
-0.0119713509006552,-1.7167304560209231,"(-1.752, 1.612]"
-0.0216095550115494,0.2402926301045664,"(-1.752, 1.612]"
1.343069395048978,-1.647283906936618,"(-1.752, 1.612]"
0.3844162390861409,-0.1660052207942453,"(-1.752, 1.612]"
0.0676509536711357,0.6727453284172915,"(-1.752, 1.612]"
1.5290595610376885,-0.736478776782227,"(-1.752, 1.612]"
1.3684577497735215,0.1531901712365453,"(1.612, 4.959]"
0.9029429021356996,-1.8148421269855053,"(1.612, 4.959]"
0.200134736075936,-1.336937698462847,"(-1.752, 1.612]"
0.7468488108305041,-0.1857750753822289,"(-1.752, 1.612]"
