Y,B,A,C
15.566994008956073,0.0203593766196119,2.3104526183238385,'L3'
11.374922931024711,0.2096289553394443,1.1374335984347352,'L2'
7.151899205162891,0.2032814082519488,-2.1788202193016453,'L2'
12.867216205353651,0.0174414531035153,2.026888122929285,'L2'
13.267777098848402,0.1870863162231354,2.5807208082453355,'L2'
14.451797174356626,0.0380210760892257,3.17369522624692,'L3'
8.899665093165293,0.1801662439811875,-0.2474104347432067,'L2'
7.779699897384021,0.1607022225787186,-1.7366408381305818,'L1'
8.008065587339878,0.2499356900901881,-1.710708586754169,'L2'
16.425231989767916,0.0836560735902395,3.695494253316762,'L2'
10.669644044289004,0.0594858934380129,1.385391303349857,'L3'
7.864460772511596,0.1295560900095383,-1.7062050177280366,'L2'
11.967778657494431,0.0071214118701137,0.5774071035056505,'L1'
8.047069188298314,0.0928262806808987,-1.4577074300755477,'L2'
14.777191214099538,0.1767150894948897,3.185489955678104,'L1'
5.394738414070433,0.1250518380305225,-1.920970798954327,'L1'
15.225937730638236,0.2154167183504851,2.694731524380351,'L3'
9.940320346782332,0.0378795796671341,0.5881652613785695,'L3'
8.38019036504315,0.1820994457646918,-0.9563489362335836,'L2'
13.706109810154803,0.1591068819551523,1.889235593605077,'L3'
10.922953246506252,0.0253945876485457,0.9126232776413364,'L2'
6.204085515736997,0.1537794894375101,-2.390365057016394,'L2'
4.522398571090762,0.1048306600326024,-2.749298208594216,'L1'
8.779605829834146,0.0923034731266393,-1.2461078849124925,'L2'
14.78516523320642,0.1608734400308301,2.798720292467543,'L2'
6.4426788155418055,0.1468113767723461,-2.111020480919675,'L1'
14.639255040207846,0.0765626049131002,3.10484716436378,'L1'
8.573625939862016,0.0517057624698847,-1.7846394330977895,'L1'
9.588347038695222,0.1180943513813341,-0.9301373693371022,'L2'
7.233596783656511,0.1527449513760664,-1.567146232716166,'L2'
13.943940737142976,0.0499540185143007,2.109814709226553,'L3'
5.443195353925407,0.245767874779685,-3.3859906166601696,'L2'
14.378314218213657,0.1151675541625498,3.531081584906433,'L2'
9.584831129743575,0.1218393073486343,-0.4232344151635219,'L2'
10.576235730000391,0.2207434662366234,0.3013705667144656,'L2'
12.783140490472183,0.050680459559173,1.7760308086079235,'L3'
9.148743776376556,0.2208259101513942,-1.959182525707,'L2'
12.60502118464266,0.0325594697025835,1.1777626297603685,'L2'
14.874288596688348,0.1263170599910319,2.294484948937794,'L3'
11.244514049422971,0.008999018734096,0.7132198664465546,'L2'
9.744885230943076,0.2481420911556957,-0.5904617595852164,'L2'
9.04838343402232,0.0586760708212365,-0.7649201787664215,'L2'
13.612984570413056,0.2038124520518456,2.594891145472668,'L2'
7.155638712652504,0.1829988715238147,-0.8657700460822084,'L2'
8.182760328539702,0.0090002421014919,0.3736476512080201,'L2'
11.18134471157055,0.0076518625228029,1.2125474250961614,'L2'
14.8467979697526,0.1467602588744934,3.359055341073289,'L3'
12.76310864110644,0.1433960181030761,1.818982005949093,'L3'
9.72802558475694,0.0706296299013927,0.0451095727861523,'L2'
13.22071229132739,0.1525989484897957,0.8988863259610701,'L3'
10.400568629637892,0.2185494621777628,0.994444047066508,'L3'
10.602323542628795,0.1121280519255349,0.6561870518858467,'L1'
10.104636119241842,0.2219110951694855,-0.7473188892501502,'L1'
6.839285998713389,0.153324899028591,-2.054796701213812,'L1'
13.466718453033184,0.0430547793183325,2.345508863797772,'L2'
9.746123692262609,0.0603147322848325,-0.3151365836575435,'L3'
13.149756891270478,0.1727543248085772,2.375900226132128,'L3'
9.62218596728946,0.1986643595485068,-0.218384928595448,'L3'
5.469005294481424,0.0575787380836957,-2.7088533911591397,'L1'
7.586869028648545,0.2419380388965924,-1.7814182719764504,'L2'
11.40459131119248,0.0421962943076132,0.3821256015971604,'L3'
5.34481583632187,0.1349438574372756,-2.437943753639487,'L1'
11.791967916193904,0.0714330110450067,0.8270326504702086,'L2'
13.545574647157755,0.1511292934655524,2.5161846629806472,'L2'
13.33849591920474,0.0125784723255768,1.511939717947488,'L3'
10.618382120659586,0.2322724012106304,0.0829618988001912,'L2'
11.191748790483429,0.1503312648878953,0.5533882273660813,'L3'
11.335631721169804,0.1901907952223451,1.2834009862234024,'L3'
10.911570086921529,0.124726991227314,0.3720179536380138,'L2'
13.875593027762632,0.0619826112689498,3.1118641143437213,'L2'
8.441762142613042,0.0032492408912481,-2.768711489351161,'L2'
