X,Y,Z,C1
0.6695218267465242,2.747509188461194,2.9666740936456684,B
0.9940755158422956,2.7772785665770248,2.9875688007185346,B
2.468713980606652,1.3968164451904448,3.66139822531931,B
0.2246522609482792,-0.5495225899380665,3.337771918067657,A
-1.2509195144365026,0.1467033691047248,2.2440321222488437,A
-0.5205264711354445,0.2908773986546983,3.9485277750785137,A
1.7905031491129306,2.259539725497138,2.9953504912301527,B
0.788771139413746,-0.0135812675425193,1.1942138287979869,A
1.0746169336631262,1.7280561876470697,3.091261235119338,B
-1.101580011901111,2.199259075867651,1.069003882577659,B
-2.6797493997336543,-0.2045698318294679,3.05832127635435,A
0.6039555137848684,2.843520624604523,2.9401591766026,B
0.5503980581930343,1.605027304863698,3.8415501290183736,B
-0.457149032182983,2.1772154203894134,5.204925205009278,B
-0.6849358224907842,0.0851183683684455,3.6211014885381343,A
-1.1570986821956737,0.4063323097791366,1.3834368998720317,A
0.0898773539858586,2.67383526000088,4.152550427088996,B
2.6655063739810902,1.916816998126034,1.511289056832775,B
1.187398505261895,1.4806025144581114,4.500139741405776,B
1.3595482801550518,1.7453405256736665,1.2712077121204253,B
0.5882826417081561,2.1472268672296813,2.001775811530245,B
-2.4473119810747868,0.425928135012583,5.456058461758427,A
2.196331034172043,1.800827044806756,4.424988854835943,B
0.0030348228166471,1.3019743495134493,4.4325647195252245,B
1.737397967860825,1.6038744726253698,1.081038838742474,B
-1.3296809426610248,-0.6018061645164624,1.168773405618531,A
-3.1537902581944266,-0.3600689850542654,3.113924643063897,A
-0.1243561656382692,1.8246181286720904,4.038310290082379,B
0.6825968234447191,2.636217598492126,1.2474671513960904,B
-0.4075843913681229,2.6401635012599485,1.1066416320491983,B
0.3741058933583352,0.0933799473198992,2.4797702205906984,A
1.907005021765157,2.784663667195523,3.472996289340849,B
1.9711656190109423,2.3650106982875068,2.6873533576669586,B
2.22009970068743,2.583790306447151,3.394754897947259,B
2.759368902903938,2.166704413727392,3.701619368453979,B
-0.5786857438107671,1.310056699113226,3.779972747883115,A
2.14012467410247,1.7452558355625496,3.5100845824364533,B
-0.8953411958071532,-0.4905679038776409,4.0526102322418645,A
1.6823986315132773,1.792886075272604,4.741455442107572,B
-0.6472051617932069,-0.2798567280592719,1.073755290955872,A
0.798716440435487,1.7425299162543877,4.01971385998279,B
-1.544704134216357,-0.6883301091065478,1.5360597741587123,A
1.8633714856755776,2.2096325363156493,1.599587752510924,B
1.6288421436840108,1.333806265657964,2.795183888539689,B
-0.9683021336654172,0.7587782015536333,2.914288488927949,A
1.5774281780800352,0.9693355670181236,1.055577486534986,B
1.47939008602714,2.564983289402556,3.914064988995256,B
0.3094527928142784,1.624260480838824,3.447562754944584,B
0.926453544671432,2.1303619619151952,4.482975471313333,B
1.277189112042788,1.8483110457504777,2.790116593435071,B
0.2138493975880188,1.2311537227699645,2.0940690529533628,B
1.5903226524109622,2.183638434603121,2.473028953052072,B
1.2624813850911314,2.475975183976754,3.4446911357161536,B
1.2768728114092638,0.0530578833778947,3.0761359984450443,A
