X,Z,Y
0.6695218267465242,2.9666740936456684,"(2.137, 2.844]"
0.9940755158422956,2.9875688007185346,"(2.137, 2.844]"
2.468713980606652,3.66139822531931,"(0.724, 1.431]"
0.2246522609482792,3.337771918067657,"(-0.692, 0.018]"
-1.2509195144365026,2.2440321222488437,"(0.018, 0.724]"
-0.5205264711354445,3.9485277750785137,"(0.018, 0.724]"
1.7905031491129306,2.9953504912301527,"(2.137, 2.844]"
0.788771139413746,1.1942138287979869,"(-0.692, 0.018]"
1.0746169336631262,3.091261235119338,"(1.431, 2.137]"
-1.101580011901111,1.069003882577659,"(2.137, 2.844]"
-2.6797493997336543,3.05832127635435,"(-0.692, 0.018]"
0.6039555137848684,2.9401591766026,"(2.137, 2.844]"
0.5503980581930343,3.8415501290183736,"(1.431, 2.137]"
-0.457149032182983,5.204925205009278,"(2.137, 2.844]"
-0.6849358224907842,3.6211014885381343,"(0.018, 0.724]"
-1.1570986821956737,1.3834368998720317,"(0.018, 0.724]"
0.0898773539858586,4.152550427088996,"(2.137, 2.844]"
2.6655063739810902,1.511289056832775,"(1.431, 2.137]"
1.187398505261895,4.500139741405776,"(1.431, 2.137]"
1.3595482801550518,1.2712077121204253,"(1.431, 2.137]"
0.5882826417081561,2.001775811530245,"(2.137, 2.844]"
-2.4473119810747868,5.456058461758427,"(0.018, 0.724]"
2.196331034172043,4.424988854835943,"(1.431, 2.137]"
0.0030348228166471,4.4325647195252245,"(0.724, 1.431]"
1.737397967860825,1.081038838742474,"(1.431, 2.137]"
-1.3296809426610248,1.168773405618531,"(-0.692, 0.018]"
-3.1537902581944266,3.113924643063897,"(-0.692, 0.018]"
-0.1243561656382692,4.038310290082379,"(1.431, 2.137]"
0.6825968234447191,1.2474671513960904,"(2.137, 2.844]"
-0.4075843913681229,1.1066416320491983,"(2.137, 2.844]"
0.3741058933583352,2.4797702205906984,"(0.018, 0.724]"
1.907005021765157,3.472996289340849,"(2.137, 2.844]"
1.9711656190109423,2.6873533576669586,"(2.137, 2.844]"
2.22009970068743,3.394754897947259,"(2.137, 2.844]"
2.759368902903938,3.701619368453979,"(2.137, 2.844]"
-0.5786857438107671,3.779972747883115,"(0.724, 1.431]"
2.14012467410247,3.5100845824364533,"(1.431, 2.137]"
-0.8953411958071532,4.0526102322418645,"(-0.692, 0.018]"
1.6823986315132773,4.741455442107572,"(1.431, 2.137]"
-0.6472051617932069,1.073755290955872,"(-0.692, 0.018]"
0.798716440435487,4.01971385998279,"(1.431, 2.137]"
-1.544704134216357,1.5360597741587123,"(-0.692, 0.018]"
1.8633714856755776,1.599587752510924,"(2.137, 2.844]"
1.6288421436840108,2.795183888539689,"(0.724, 1.431]"
-0.9683021336654172,2.914288488927949,"(0.724, 1.431]"
1.5774281780800352,1.055577486534986,"(0.724, 1.431]"
1.47939008602714,3.914064988995256,"(2.137, 2.844]"
0.3094527928142784,3.447562754944584,"(1.431, 2.137]"
0.926453544671432,4.482975471313333,"(1.431, 2.137]"
1.277189112042788,2.790116593435071,"(1.431, 2.137]"
0.2138493975880188,2.0940690529533628,"(0.724, 1.431]"
1.5903226524109622,2.473028953052072,"(2.137, 2.844]"
1.2624813850911314,3.4446911357161536,"(2.137, 2.844]"
1.2768728114092638,3.0761359984450443,"(0.018, 0.724]"
