Y,Z,W
-0.7270680501541834,-1.5211061219063189,"(-0.321, 0.682]"
1.2612239521833877,0.7926009957379268,"(-0.321, 0.682]"
-0.2637500155034255,0.1713753154992091,"(-1.323, -0.321]"
0.1918461273090085,0.7812933815346585,"(-0.321, 0.682]"
2.1364587022532566,4.203398747862375,"(-1.323, -0.321]"
-0.6143345003048858,1.793557314321856,"(-0.321, 0.682]"
-1.2244957445928415,1.0380801970295974,"(-0.321, 0.682]"
1.2130674307771463,1.6565175452413534,"(-1.323, -0.321]"
0.0305906656160449,-1.7348132523687383,"(-0.321, 0.682]"
0.8077211405642152,-0.1050967055550484,"(0.682, 1.684]"
0.6387742223212146,0.5761653604011466,"(-2.331, -1.323]"
-0.0692311253399111,1.4873907616302071,"(-1.323, -0.321]"
0.367479052448001,0.4056347050127263,"(-1.323, -0.321]"
-0.3052237918935188,0.5960177004743249,"(-0.321, 0.682]"
-1.3942322851708722,2.3593992928771588,"(-0.321, 0.682]"
-0.946225975189172,0.730153101302143,"(-0.321, 0.682]"
-1.5132388524508888,3.1707296716838496,"(-0.321, 0.682]"
0.8368687068408397,1.0375246290592164,"(-1.323, -0.321]"
1.830694306351608,3.8838146249532,"(0.682, 1.684]"
-1.7382649607880332,4.068408704944611,"(-1.323, -0.321]"
-1.1860365652360862,0.7430992341820946,"(-1.323, -0.321]"
1.6538696395902237,2.453549580148476,"(1.684, 2.687]"
-0.0009117355296064,-0.0578686066281934,"(-0.321, 0.682]"
3.0449399131720205,5.158037894438839,"(-1.323, -0.321]"
0.2524773247693941,-0.3351558818249135,"(1.684, 2.687]"
-0.4647235868537934,0.3037496352204399,"(1.684, 2.687]"
-0.7379880141444924,0.9072997763160702,"(0.682, 1.684]"
-0.6035848453171992,-0.5088194208094882,"(-2.331, -1.323]"
1.0994209198448075,2.0777947424841954,"(-1.323, -0.321]"
-0.8087689973778411,1.881007557752932,"(0.682, 1.684]"
-0.6997726286878972,0.0031344473992752,"(-1.323, -0.321]"
-0.0448616551939443,-1.2848575945310972,"(-2.331, -1.323]"
1.0958061800893268,1.1845623844270132,"(-0.321, 0.682]"
0.1607485387450303,0.5354431923304278,"(-0.321, 0.682]"
-2.013974534977037,4.013403491155473,"(-2.331, -1.323]"
1.9777626655830904,3.0911054363184083,"(-0.321, 0.682]"
-1.1682613313208663,2.3840683543964585,"(0.682, 1.684]"
-1.080554179163097,2.309476952489048,"(-1.323, -0.321]"
-0.6928802188363954,0.2807161247253082,"(-0.321, 0.682]"
1.1833752723918218,1.1300095682416984,"(-1.323, -0.321]"
0.8748471640163175,1.162691913501852,"(-1.323, -0.321]"
-1.9288615275546936,5.884244056077575,"(-2.331, -1.323]"
-0.8609311412002258,-0.8591931100294184,"(-1.323, -0.321]"
1.4804323901128382,2.073102435697167,"(-2.331, -1.323]"
1.3804498063788728,2.5861727039122653,"(-0.321, 0.682]"
0.370544718293122,0.329533237415368,"(-0.321, 0.682]"
2.206702577750393,3.788497873622982,"(-0.321, 0.682]"
0.8400780535679664,3.139405298572157,"(-1.323, -0.321]"
-0.8670072909906318,1.2924541366637678,"(-0.321, 0.682]"
0.608487051745058,-0.6667195169492199,"(0.682, 1.684]"
1.8741808479479507,4.184566889235745,"(-1.323, -0.321]"
-2.497945817933384,7.630623824644165,"(-1.323, -0.321]"
0.0944874823561437,0.669495281266552,"(-0.321, 0.682]"
0.2190387083809357,-1.5895758382945546,"(-2.331, -1.323]"
1.520213411497383,3.312810476709891,"(-0.321, 0.682]"
0.2295044984941477,0.633849812627427,"(-0.321, 0.682]"
0.8399317834814115,1.6241370127364632,"(-0.321, 0.682]"
1.9302297850822112,3.623784050528681,"(0.682, 1.684]"
1.424147366792633,1.4380529791052437,"(-1.323, -0.321]"
-0.2535014969315464,2.0050236566597777,"(-0.321, 0.682]"
1.4157116036853623,2.830110213080258,"(-1.323, -0.321]"
1.4343127382490453,2.357047055062564,"(-0.321, 0.682]"
-1.2518871142382582,1.5876547638669416,"(-0.321, 0.682]"
-0.8296625235983661,0.0843509244442598,"(-0.321, 0.682]"
1.636393986153795,4.077212309707992,"(-0.321, 0.682]"
0.7094550109088331,-0.4883758580618953,"(-0.321, 0.682]"
2.253247123817106,2.3758092097698373,"(0.682, 1.684]"
-0.3198284691665966,1.177070117077008,"(-0.321, 0.682]"
0.494667846594236,1.050079918411423,"(-0.321, 0.682]"
-0.8883229090944171,1.0049831490709882,"(-1.323, -0.321]"
-0.9715567145152284,-0.54139005298083,"(1.684, 2.687]"
-1.2603471970929825,2.217851898851917,"(-0.321, 0.682]"
0.0342887738821814,0.4650885549631727,"(-0.321, 0.682]"
-0.3256326258275431,0.3902859969232188,"(-1.323, -0.321]"
-0.7357700574081267,0.0649823508894435,"(-0.321, 0.682]"
-0.6124749631332056,0.5598405337619834,"(0.682, 1.684]"
-1.0334170245392489,1.9855525212776428,"(0.682, 1.684]"
0.4071896716306474,-0.8187975190223178,"(-1.323, -0.321]"
0.2372407340178141,-0.4517130743269475,"(0.682, 1.684]"
2.2611244481341104,2.415215155335161,"(-0.321, 0.682]"
0.5855843532736411,1.5273582253820868,"(1.684, 2.687]"
0.5166280101701926,1.336536429436095,"(0.682, 1.684]"
-0.823841011048087,0.8372014181062304,"(-1.323, -0.321]"
0.1432637794499016,-0.7182098368564208,"(0.682, 1.684]"
1.883165511346209,2.404716805617465,"(-1.323, -0.321]"
-0.6008372494590662,-0.8309713024657553,"(-0.321, 0.682]"
0.8740137181852454,0.259344903627977,"(-0.321, 0.682]"
1.055059457011061,0.670070089444504,"(-0.321, 0.682]"
0.3147606157959929,0.201260102807413,"(-0.321, 0.682]"
1.3986699144030617,3.383982052708987,"(-0.321, 0.682]"
-0.4537115629403015,0.0096121327014437,"(-0.321, 0.682]"
2.113924194000921,2.258178303945402,"(-0.321, 0.682]"
1.4770063306171115,3.0395242756421643,"(-1.323, -0.321]"
-0.3787607915241682,-1.142709449416575,"(-1.323, -0.321]"
-0.7928577932125308,-0.3780993555163041,"(0.682, 1.684]"
-0.1849455882275387,0.2177578060813429,"(0.682, 1.684]"
-0.9154437545800936,1.371051176865862,"(-0.321, 0.682]"
1.1248203987104004,2.580707015214867,"(-0.321, 0.682]"
0.2497215330989708,1.6310743452574226,"(-0.321, 0.682]"
0.7000478536271169,-1.0876084408854017,"(-1.323, -0.321]"
-0.707042007999476,1.2309714109773668,"(0.682, 1.684]"
0.5625537139115387,-0.3215788714260105,"(-1.323, -0.321]"
-1.533662407941809,0.6498901202597138,"(-2.331, -1.323]"
-0.260379307432971,0.129518820029387,"(-2.331, -1.323]"
-0.5472812273981215,0.994623436579574,"(-0.321, 0.682]"
-0.2558753564923378,-0.5573799814206603,"(-0.321, 0.682]"
-3.319928283786252,14.999543743100404,"(-0.321, 0.682]"
2.07318980222208,3.267969933481945,"(-1.323, -0.321]"
1.761303717733925,1.848850888819001,"(0.682, 1.684]"
0.584957666721191,0.2406578321051296,"(-0.321, 0.682]"
-0.2892573717686635,0.5028263588555547,"(-0.321, 0.682]"
0.6736249124191546,0.3746724273958314,"(0.682, 1.684]"
-1.288593481670303,0.958127532661751,"(-2.331, -1.323]"
0.5955833739733423,1.4600928258246892,"(0.682, 1.684]"
0.9980912385072508,1.3733391897996226,"(0.682, 1.684]"
0.5997002310391618,0.5827965728291519,"(-0.321, 0.682]"
0.2459221007918268,1.396270014952362,"(-1.323, -0.321]"
-0.4595724620975476,0.899223076763223,"(0.682, 1.684]"
-0.1829599505874286,-0.0912144935641713,"(-2.331, -1.323]"
-0.5022127432825051,-1.3555219025141323,"(-2.331, -1.323]"
0.804783423238898,-0.0654308817569413,"(-0.321, 0.682]"
-2.081359827691495,5.484579571837975,"(0.682, 1.684]"
0.2691759817945165,1.902749130210941,"(-1.323, -0.321]"
1.6552562686765575,2.7187278753913366,"(-1.323, -0.321]"
0.0508663422582589,-0.5989643878864579,"(-0.321, 0.682]"
-0.4352527875511347,0.3546305650249354,"(-2.331, -1.323]"
0.6911116946414749,1.0360000180294349,"(-0.321, 0.682]"
0.4817189667101261,0.8198426448751208,"(-2.331, -1.323]"
-0.5746439275957778,1.2790950292954375,"(-0.321, 0.682]"
-0.3479230050637634,0.2991145399540669,"(0.682, 1.684]"
0.4598873673401127,0.0699221834381069,"(-2.331, -1.323]"
-0.5772318072844898,1.0414183862126407,"(-0.321, 0.682]"
-0.1986889800984732,-1.272699250454978,"(-1.323, -0.321]"
0.9969763749497156,1.2685927226080789,"(-0.321, 0.682]"
-0.8217291834517171,0.4914383178337123,"(-0.321, 0.682]"
-1.3428610693629537,0.2562383081731196,"(-0.321, 0.682]"
-0.0119713509006552,0.8742612219266943,"(-1.323, -0.321]"
-0.0216095550115494,1.2830144883767354,"(0.682, 1.684]"
1.343069395048978,-0.4139155570278758,"(-0.321, 0.682]"
0.3844162390861409,0.5490174674444281,"(0.682, 1.684]"
0.0676509536711357,0.3152455012330396,"(0.682, 1.684]"
1.5290595610376885,0.3205722868226726,"(-0.321, 0.682]"
1.3684577497735215,2.090773720114526,"(-0.321, 0.682]"
0.9029429021356996,2.5335884043544663,"(-1.323, -0.321]"
0.200134736075936,-0.2645360286128899,"(0.682, 1.684]"
0.7468488108305041,0.5408525557761032,"(-0.321, 0.682]"
